distance_km,delivery_time_min
17.63,56.74
48.25,152.88
33.22,109.88
27.41,77.94
6.79,26.82
19.86,68.35
2.27,9.48
38.2,117.52
8.56,21.05
29.92,95.63
35.12,109.59
18.64,58.21
31.81,98.35
38.33,116.14
9.61,35.15
30.24,95.92
36.83,117.01
18.17,59.85
8.54,33.58
14.66,54.44
46.69,141.01
18.19,55.62
5.83,21.08
4.59,15.83
9.43,38.64
6.81,26.03
25.0,76.96
17.7,58.47
42.15,130.97
44.11,138.38
23.93,76.5
44.48,138.59
22.8,77.16
32.28,98.49
8.55,29.4
3.1,17.28
8.42,32.41
12.97,39.18
37.67,114.29
9.09,26.88
6.97,24.63
46.42,147.7
34.6,110.96
23.93,76.2
5.2,13.96
42.66,137.4
5.86,20.76
30.75,95.91
33.55,104.14
20.31,59.96
45.61,147.83
3.01,20.84
41.0,127.23
27.91,82.46
30.75,101.47
49.35,155.51
29.34,92.32
39.95,135.3
8.1,33.07
40.56,122.91
38.17,112.73
48.42,148.57
46.82,153.75
11.09,36.81
23.51,75.22
45.62,137.21
32.22,99.69
23.45,74.96
5.89,23.38
17.91,58.07
33.43,104.52
38.96,118.89
22.63,75.78
3.26,19.26
31.84,106.0
46.12,138.96
25.07,74.36
46.46,144.19
18.03,62.81
44.38,138.09
39.42,121.05
48.11,151.6
39.66,134.13
16.41,49.06
45.08,145.59
33.65,104.31
8.52,27.84
2.78,16.6
18.61,59.8
39.45,118.2
31.1,98.21
26.59,85.33
0.68,6.89
22.06,71.52
8.31,28.34
23.0,77.69
49.59,154.84
44.04,130.48
15.88,45.55
29.88,100.88
25.35,84.39
6.94,26.86
49.5,151.47
21.55,71.2
25.53,85.57
32.56,103.44
9.98,37.56
11.5,47.12
10.03,30.18
19.53,62.67
10.38,40.41
46.36,140.44
35.86,111.87
44.94,132.77
42.5,140.49
35.31,109.23
12.52,42.1
30.96,95.53
9.72,34.71
7.06,26.74
31.81,93.14
31.42,92.41
8.25,33.98
17.95,62.88
3.78,19.15
35.93,106.16
49.38,157.44
37.13,110.74
42.29,130.21
24.08,73.88
5.23,32.5
36.47,114.72
13.2,44.37
19.72,65.45
35.3,113.49
45.29,137.26
24.57,83.94
48.1,148.26
26.24,74.01
6.56,21.0
26.16,91.34
43.1,136.86
27.13,84.81
37.51,120.78
27.62,82.12
27.53,91.01
14.6,54.63
10.46,33.35
14.31,50.48
22.32,76.49
40.57,118.37
41.54,125.66
8.59,29.79
27.87,91.23
21.09,69.46
28.76,91.57
32.56,102.61
14.34,45.06
46.0,136.59
46.8,145.84
5.72,21.25
35.3,110.75
2.14,10.42
2.8,15.84
47.91,143.62
34.9,110.88
16.56,48.94
33.66,106.95
42.37,133.42
43.61,131.15
1.52,13.8
41.0,130.76
42.73,131.25
29.98,92.99
24.26,77.34
5.99,18.6
12.36,40.22
24.78,83.61
43.32,139.84
40.26,131.97
25.05,83.0
39.39,123.43
38.4,118.19
29.16,89.41
11.41,38.53
17.73,60.63
8.62,30.79
0.85,6.15
4.49,26.72
38.1,113.48
2.16,13.53
20.29,57.81
49.3,151.33
39.86,120.85
37.66,117.43
14.1,46.81
32.27,97.51
25.19,77.32
31.38,95.48
22.07,80.56
26.78,80.12
49.43,154.98
16.8,46.95
11.21,37.76
22.7,78.12
26.45,88.96
4.74,19.04
40.4,128.9
21.39,68.92
20.95,67.78
33.11,98.96
38.78,116.48
49.3,152.12
9.09,36.98
17.61,62.01
8.83,26.79
44.1,137.45
27.65,94.38
42.7,136.24
49.27,153.25
27.74,85.04
6.35,25.24
18.38,63.61
2.29,11.2
42.54,133.88
1.39,5.7
29.81,96.66
5.75,21.77
0.87,4.81
13.18,48.66
27.82,93.42
4.22,10.12
30.94,96.1
33.76,103.84
48.5,149.7
45.03,142.18
28.56,84.36
39.77,128.31
18.5,57.53
29.49,90.18
20.47,68.13
17.18,61.94
36.52,116.17
15.19,50.7
19.34,60.02
18.67,60.92
43.58,133.67
8.94,26.07
19.38,63.7
44.45,142.34
1.26,7.63
47.42,154.15
45.0,138.25
21.18,64.95
32.82,112.8
49.56,154.01
27.97,87.81
5.3,21.26
42.76,133.68
7.14,24.22
13.23,44.93
43.74,134.04
13.17,39.37
37.38,114.6
22.66,69.13
38.11,118.78
12.0,38.36
21.27,75.89
16.25,54.65
12.83,35.04
16.06,47.68
16.49,54.59
47.79,150.69
26.89,87.03
23.37,77.04
25.41,78.21
49.81,162.48
32.85,100.84
35.32,114.43
16.02,47.11
23.84,70.55
9.61,35.47
34.42,111.07
17.55,54.11
37.54,122.0
11.05,39.74
20.47,67.28
23.82,77.93
8.74,31.92
3.94,12.73
16.19,60.12
27.47,90.65
32.81,102.93
21.55,73.92
25.26,87.05
27.39,91.02
25.84,84.36
4.97,17.13
20.55,64.0
10.61,29.23
26.92,86.73
38.02,118.84
29.18,83.3
11.48,29.82
10.78,44.02
2.33,5.07
21.61,71.79
21.93,64.72
12.2,47.1
38.33,122.46
19.63,65.94
33.64,101.98
32.18,103.15
30.43,94.51
45.45,135.19
1.29,7.43
3.87,13.23
36.25,109.85
18.0,59.91
49.33,147.01
11.21,44.46
9.58,37.04
29.62,92.76
14.33,54.16
17.35,53.79
46.09,144.07
1.8,11.79
26.8,80.39
17.08,59.75
17.63,54.42
12.77,45.99
7.18,26.9
2.21,8.5
49.39,152.29
33.19,106.34
38.97,124.44
3.72,8.95
1.23,10.56
30.21,92.06
36.33,108.83
20.05,64.77
19.69,60.11
19.53,63.27
8.06,25.94
37.82,119.48
11.15,41.63
16.56,59.09
33.73,103.03
0.51,4.98
38.43,116.02
45.01,137.52
3.06,11.01
29.79,95.86
20.72,66.47
4.38,17.97
34.27,111.29
30.81,100.87
32.31,99.76
40.77,113.72
14.7,52.89
34.01,110.49
37.29,113.97
8.86,32.69
47.87,155.24
17.33,63.74
35.83,107.95
37.82,116.99
25.45,74.38
6.87,23.71
14.15,44.92
12.1,31.02
26.17,87.7
13.43,51.0
27.57,92.66
14.77,53.16
0.55,3.0
18.48,67.97
30.54,96.81
38.8,123.18
1.9,14.94
13.29,46.87
49.28,159.45
13.46,42.44
38.97,127.69
25.71,76.24
6.55,26.3
32.35,99.9
48.33,150.9
44.4,143.23
34.67,113.18
25.85,82.6
16.31,49.04
18.17,54.63
17.64,62.77
46.14,143.89
10.96,35.23
19.21,58.87
21.88,72.95
20.74,74.38
0.71,6.16
13.91,50.68
25.18,76.06
38.14,122.5
28.69,97.2
19.55,60.71
33.42,108.54
33.46,106.25
12.77,43.12
5.64,16.07
40.26,120.96
26.72,86.75
9.24,32.13
13.47,46.7
38.44,125.87
32.84,97.77
47.29,152.41
23.51,71.11
3.08,13.44
35.17,108.32
13.12,40.58
16.53,62.6
10.23,36.46
15.79,58.32
41.56,125.39
29.05,91.79
5.9,17.72
29.54,87.37
31.86,102.19
44.3,138.28
43.05,137.42
3.61,25.74
43.4,130.25
3.02,12.23
8.13,31.68
6.02,19.85
9.49,34.66
40.26,123.82
34.46,106.75
34.5,104.02
46.15,144.91
19.9,65.85
0.66,6.0
32.17,104.07
43.47,133.49
48.82,161.39
18.51,64.56
41.2,132.12
42.54,126.42
7.65,27.65
31.76,97.48
9.07,30.5
22.61,73.91
44.02,136.07
39.58,122.86
28.73,96.0
40.53,123.58
8.06,29.17
10.15,32.32
10.84,34.42
38.91,120.83
44.6,143.57
28.36,85.06
47.92,148.02
36.54,114.42
28.4,83.8
30.77,94.31
42.55,135.68
4.96,21.51
8.82,32.99
13.68,47.13
44.79,147.63
47.27,147.46
18.13,55.0
46.23,139.15
27.57,86.84
23.93,75.46
41.72,128.03
27.53,90.6
23.0,79.73
1.29,8.17
1.14,3.7
31.57,101.67
4.13,16.29
36.98,115.21
31.31,97.33
23.16,72.34
35.64,106.2
49.66,153.22
12.69,41.94
28.07,86.13
42.22,125.39
1.34,11.95
10.57,31.39
26.29,83.99
27.84,90.37
4.77,12.98
20.67,64.79
26.23,87.11
21.44,67.46
35.18,101.75
38.68,123.33
23.28,73.03
21.57,68.96
35.42,110.05
27.99,92.03
43.59,141.37
24.32,85.14
28.93,97.33
6.88,24.84
41.88,131.4
21.4,61.36
36.09,116.08
21.76,68.33
0.55,3.0
20.32,71.34
7.8,31.3
20.23,71.83
16.41,51.62
10.53,29.8
6.63,30.67
36.56,112.07
37.87,118.15
13.62,51.7
25.01,75.45
23.47,73.71
18.08,55.37
14.24,47.5
9.71,33.55
43.71,132.2
41.75,129.37
21.15,70.62
36.2,116.34
25.17,81.46
4.73,20.15
41.21,122.52
11.35,43.91
35.49,112.68
26.61,90.06
34.68,111.07
23.82,80.29
35.28,106.52
2.12,23.07
2.52,13.57
44.87,143.29
37.61,120.13
41.51,126.51
23.1,71.03
23.25,74.88
26.93,81.83
12.56,49.76
36.81,116.97
41.56,134.86
45.41,144.03
26.09,79.28
21.02,69.9
41.63,133.54
37.76,118.47
43.43,131.53
32.96,102.07
44.22,139.06
4.91,23.28
34.14,102.61
4.9,17.03
37.57,121.04
31.61,95.19
1.29,8.47
30.16,95.11
7.74,31.73
7.55,28.89
7.95,28.46
24.45,78.6
6.22,24.5
6.72,25.75
13.18,48.68
0.54,9.65
14.15,47.78
31.11,102.52
30.28,104.89
48.49,154.08
6.42,22.96
43.35,129.49
19.86,62.21
19.66,64.13
17.77,67.31
6.67,23.58
24.19,83.83
39.48,124.57
43.83,134.37
48.16,145.27
39.37,122.39
31.34,96.06
25.13,77.19
43.81,131.18
37.11,114.03
8.48,27.2
34.29,107.22
21.84,70.37
29.99,91.42
44.97,138.07
32.8,102.69
46.97,148.28
43.39,138.77
6.88,24.65
1.08,7.8
19.53,59.56
43.33,134.2
11.89,36.13
34.72,111.39
24.06,72.4
37.43,118.29
8.67,28.6
12.34,51.54
12.5,44.96
27.65,90.18
14.84,48.74
40.68,131.77
17.67,58.66
33.21,102.16
47.45,150.31
30.54,96.53
12.49,36.46
41.61,125.96
1.12,13.45
13.2,43.37
19.68,67.05
10.2,30.41
30.4,100.29
28.12,81.73
20.62,60.56
15.07,44.22
21.98,71.98
14.91,50.71
11.45,35.81
17.89,51.35
30.32,100.63
32.6,104.11
15.22,52.54
47.4,148.09
13.47,39.57
35.75,110.92
4.53,16.17
33.41,101.39
23.27,70.82
28.67,91.13
9.61,36.29
21.96,70.29
38.43,122.62
38.47,125.0
12.26,43.97
17.95,62.5
0.69,3.0
4.95,17.64
6.77,19.18
15.04,48.61
38.07,109.98
25.76,84.84
39.73,127.01
37.87,114.12
29.56,94.29
25.24,84.02
46.6,146.06
28.68,85.88
24.4,77.74
43.52,138.76
4.04,11.46
32.97,100.56
6.09,24.62
41.08,130.02
39.74,124.16
25.43,81.46
33.22,102.25
38.74,119.85
24.42,70.08
45.34,140.55
22.13,75.49
44.66,142.39
29.35,95.78
21.6,66.21
0.7,8.77
15.13,46.32
43.46,136.53
21.72,65.54
21.36,61.06
24.73,71.86
14.67,52.76
24.83,82.95
19.1,61.54
45.52,136.32
28.42,85.87
41.79,127.63
34.5,114.01
11.02,36.16
43.45,135.39
4.82,22.88
22.71,71.11
12.34,42.28
27.11,88.73
15.35,52.55
36.28,116.01
46.88,147.02
35.6,109.1
18.09,61.13
30.2,96.23
44.48,135.62
13.87,42.09
6.35,22.34
6.97,28.7
25.0,79.79
36.74,120.24
33.03,103.86
22.97,70.21
36.6,114.3
31.88,104.31
31.6,104.57
10.52,30.84
15.97,53.19
17.55,59.49
40.51,118.01
38.87,130.66
13.01,37.41
3.23,7.72
38.51,116.34
20.79,67.12
11.38,30.86
6.29,22.45
1.13,3.0
21.67,67.46
17.32,57.93
34.98,113.46
48.84,144.69
10.74,31.37
12.53,41.46
17.2,59.99
23.56,80.4
35.04,110.35
17.93,54.53
5.66,18.85
36.65,109.12
39.83,128.61
12.76,43.7
7.27,32.11
26.63,81.54
10.81,32.75
19.02,66.05
38.98,119.93
11.37,37.33
40.41,131.8
33.86,107.32
11.38,43.45
26.56,86.34
30.9,100.6
10.41,41.32
7.67,23.89
26.79,88.61
34.85,115.88
23.52,72.61
3.97,13.87
46.3,151.72
34.9,107.91
31.25,99.82
32.36,95.33
20.23,67.5
49.23,151.19
7.07,27.99
37.09,115.77
21.33,72.83
44.11,140.81
36.0,113.54
28.33,87.24
46.92,137.94
45.67,140.44
3.09,17.1
10.03,34.43
33.96,107.59
46.13,142.99
21.8,61.99
2.4,11.9
32.34,102.17
10.14,33.87
27.84,89.55
19.54,56.6
28.12,84.06
46.66,146.58
24.55,78.44
2.21,16.99
29.26,95.36
16.62,61.06
39.02,127.48
23.76,77.31
37.2,121.42
45.49,137.19
18.43,62.78
49.47,149.21
7.92,35.49
32.37,102.06
2.22,11.36
11.05,34.55
31.87,87.71
2.79,13.16
5.54,16.78
14.91,58.3
28.99,91.89
1.29,13.06
24.38,83.13
31.47,105.64
20.42,72.09
3.85,20.51
30.74,97.51
30.49,90.64
25.55,80.24
34.81,108.47
10.79,38.53
34.09,114.62
8.49,30.98
19.94,63.81
3.84,17.17
41.05,122.26
27.14,88.68
48.57,146.74
47.15,147.07
49.93,151.23
5.51,22.08
30.53,97.56
20.67,70.03
26.87,88.11
15.78,56.01
2.88,14.06
35.53,108.23
48.31,148.0
26.85,86.59
16.81,59.65
46.94,147.93
18.55,64.68
45.77,144.39
42.86,133.45
26.67,86.14
34.01,108.1
35.17,112.13
32.23,104.18
8.46,29.77
34.79,110.78
0.66,7.22
35.65,117.79
27.96,85.83
13.36,41.36
40.29,123.38
20.56,63.29
24.55,77.11
1.87,6.23
20.37,70.5
8.78,32.25
14.17,48.9
12.98,40.41
2.78,14.09
23.29,75.54
26.37,74.32
28.77,86.01
23.38,72.16
43.54,138.41
2.37,10.4
30.88,100.96
43.37,137.42
2.53,5.24
25.07,83.01
29.66,90.83
9.95,36.94
13.0,37.72
39.39,120.17
28.59,85.88
16.13,53.16
38.36,123.06
37.46,113.09
17.6,60.55
24.69,78.67
33.39,112.68
17.49,57.87
31.64,95.8
12.93,46.98
14.96,46.46
15.88,48.99
46.83,143.68
41.77,129.29
28.48,90.86
28.41,86.35
3.28,12.83
32.65,100.54
16.74,56.57
30.81,93.51
42.09,124.9
2.75,8.88
30.55,94.84
28.43,91.6
10.73,40.87
32.5,97.58
27.96,82.93
38.48,119.73
5.98,20.16
22.46,70.39
49.9,160.41
34.62,103.55
34.37,107.29
16.23,55.6
5.15,17.25
47.5,151.6
5.72,28.16
49.64,153.19
6.73,31.33
8.96,32.39
15.76,48.1
25.86,85.99
39.62,119.71
48.56,145.74
18.26,62.9
1.51,6.54
31.03,105.04
35.68,105.34
20.17,69.47
9.58,33.19
15.65,43.36
32.96,108.39
24.96,76.06
37.3,107.18
11.3,46.12
42.18,134.77
8.22,28.43
16.83,60.55
29.76,94.62
36.97,116.57
13.68,52.4
47.43,148.62
35.45,115.8
11.27,36.78
36.43,109.04
34.97,108.65
37.76,121.06
45.84,148.7
35.73,112.66
17.92,67.41
39.63,121.18
34.95,106.4
28.93,92.52
18.01,60.14
46.09,142.14
25.88,81.12
31.59,96.95
21.06,71.21
39.15,123.2
17.38,58.86
40.63,117.26
5.84,27.18
35.59,108.49
24.11,82.49
35.09,105.46
26.8,80.37
7.15,24.66
24.11,78.92
48.25,154.36
37.86,117.89
15.36,48.49
47.23,151.65
39.06,121.13
18.54,59.77
30.38,99.83
21.62,72.31
5.29,23.66
40.4,130.11
9.96,30.54
23.17,75.55
35.28,107.66
46.64,141.97
3.6,19.59
19.97,69.31
30.93,107.56
39.08,122.58
46.09,137.93
0.52,9.91
31.57,96.66
0.84,5.59
39.47,127.1
7.91,28.24
44.78,141.4
8.18,30.02
38.33,122.93
14.82,48.47
28.08,84.51
30.62,101.28
10.73,34.8
15.29,52.81
5.82,24.19
0.76,6.96
12.35,42.55
26.04,83.39
35.82,103.06
39.78,124.9
3.95,18.32
13.98,51.32
38.63,115.36
24.3,79.94
9.52,28.62
19.91,70.14
13.87,44.74
3.01,16.93
38.3,125.64
14.94,49.34
47.28,144.27
44.46,137.41
35.96,117.81
16.67,58.37
14.36,51.2
24.03,83.8
18.05,58.87
45.11,140.74
6.61,27.13
36.36,108.55
30.74,101.72
40.41,123.42
27.35,88.19
31.66,102.88
48.16,147.26
5.05,16.58
5.69,21.95
19.98,67.48
23.9,79.43
10.39,36.97
4.59,14.63
1.6,5.35
38.35,123.29
24.51,78.9
42.25,135.34
18.36,59.23
35.32,110.77
24.68,79.94
30.8,102.41
18.82,64.69
4.52,15.36
47.39,147.7
41.89,133.6
15.94,57.48
47.96,159.77
15.37,47.57
22.43,75.1
37.88,122.38
15.8,54.67
16.56,55.36
20.8,66.53
23.69,76.36
6.62,26.21
1.37,10.45
46.0,147.53
17.98,59.55
5.53,23.64
38.08,124.37
15.11,52.69
9.49,38.04
48.15,149.33
46.07,143.12
5.73,13.29
45.01,141.62
44.6,134.48
31.9,98.16
26.72,90.53
11.26,43.45
6.51,25.64
30.52,98.43
41.19,132.08
34.59,112.48
9.45,31.42
14.86,51.8
27.55,84.53
31.44,101.55
4.08,15.64
30.9,97.89
36.95,113.14
9.48,34.79
12.69,41.07
13.32,55.42
47.02,142.73
20.65,73.12
26.76,85.73
36.35,114.88
18.89,65.06
5.72,18.9
32.89,108.65
33.53,106.28
13.4,36.86
2.24,13.12
33.43,105.62
35.32,109.99
1.79,10.42
34.81,116.46
46.98,149.35
9.35,28.11
26.31,78.01
34.99,108.56
11.89,46.78
37.7,122.7
43.47,132.26
40.82,124.33
13.32,45.88
40.31,125.75
20.96,61.74
13.69,45.47
8.81,27.79
45.49,136.69
21.63,66.97
43.35,129.96
8.4,29.82
38.47,116.07
5.95,21.9
1.37,10.14
49.75,157.15
4.14,16.36
23.35,81.47
43.98,139.62
41.06,132.85
23.82,79.49
30.74,96.48
31.67,98.85
5.94,23.26
14.6,52.7
15.4,50.81
19.22,56.15
14.06,44.75
12.95,32.24
18.06,57.3
19.27,60.92
24.62,77.62
9.09,34.34
39.52,130.58
43.1,131.0
12.78,44.98
6.6,18.35
36.25,115.49
46.25,144.32
2.24,21.69
1.21,7.19
9.58,33.42
34.4,103.11
48.26,155.35
37.64,114.18
28.87,95.4
35.18,116.61
11.92,34.71
34.58,109.04
16.41,54.86
11.51,33.61
12.21,35.46
33.56,98.31
38.48,113.88
29.3,96.21
3.66,8.11
2.38,13.68
11.25,44.02
14.68,52.37
20.54,62.49
4.26,27.26
36.4,115.38
35.72,110.84
17.66,65.3
28.37,94.14
5.5,20.38
21.05,69.86
42.95,136.78
33.2,109.49
5.65,18.24
42.46,139.47
34.19,105.14
22.93,74.82
34.76,105.4
9.05,24.58
27.75,84.53
31.09,98.23
46.42,148.68
3.81,16.71
19.05,67.49
46.87,147.89
11.25,37.12
40.75,132.76
0.58,7.79
1.78,7.76
16.72,55.91
38.54,119.86
5.66,22.13
19.45,59.85
7.01,29.96
11.57,35.39
25.4,80.62
16.3,55.46
10.99,34.97
19.98,64.85
35.2,107.17
6.41,19.14
24.24,84.41
14.1,50.8
19.24,62.81
41.17,131.96
46.52,147.75
12.53,41.22
31.68,104.17
34.0,103.61
42.2,135.18
45.0,133.8
23.67,74.71
49.14,146.98
48.56,152.37
25.57,87.13
27.33,90.39
33.55,103.96
19.0,57.39
33.27,116.82
25.96,93.9
2.25,6.75
42.71,135.68
47.05,141.44
1.8,5.04
39.57,123.91
19.6,64.01
29.49,97.22
25.25,72.16
27.79,88.17
25.01,81.26
42.74,144.31
34.33,104.49
20.93,69.41
34.58,114.87
48.27,158.5
4.48,25.35
19.71,64.84
43.59,135.17
37.08,113.07
46.78,151.14
2.47,10.31
43.21,133.42
39.69,125.03
40.84,122.81
30.06,96.48
3.07,11.33
27.19,89.77
20.68,78.42
26.59,89.01
37.14,110.27
30.0,96.22
14.98,47.54
30.18,96.77
4.62,21.57
0.77,5.25
20.38,68.35
37.98,122.6
41.22,127.32
27.72,90.92
43.47,129.44
6.73,28.61
48.22,159.63
46.13,147.36
30.16,100.16
3.41,22.59
22.98,73.47
9.37,36.45
31.61,100.5
9.9,35.79
24.35,85.67
10.68,40.53
9.5,26.52
12.77,40.33
1.95,8.43
35.95,114.99
15.68,53.39
35.06,110.34
32.85,107.06
3.77,24.87
15.95,48.32
28.56,98.63
45.96,139.1
20.37,55.08
25.49,84.78
37.63,119.51
40.26,123.42
46.21,149.37
25.11,69.59
10.09,38.91
38.34,115.02
6.72,29.86
21.21,64.05
31.6,96.86
34.75,105.11
36.78,116.19
10.08,34.58
49.09,148.41
9.33,27.06
5.26,21.3
33.37,98.24
45.54,145.36
28.19,90.41
29.98,93.91
27.15,94.13
2.62,8.96
34.22,108.68
18.23,62.56
46.82,146.69
9.75,27.54
15.45,48.22
25.49,74.22
24.13,78.24
20.32,66.85
16.06,51.95
7.79,26.84
41.14,127.54
22.71,70.64
28.86,87.2
27.55,91.48
28.99,89.01
35.39,113.43
31.65,95.61
14.06,43.79
27.91,92.63
12.6,42.33
29.65,90.74
21.88,71.26
2.45,17.39
36.83,120.1
14.1,48.92
46.05,146.99
14.39,49.84
49.83,150.97
23.42,70.86
1.81,18.3
4.28,11.25
4.56,20.48
3.28,10.7
13.76,45.62
16.57,47.67
6.01,31.44
22.19,74.74
18.58,65.06
32.0,104.35
10.2,33.8
45.74,144.97
26.04,78.54
31.37,96.0
2.46,5.52
28.17,88.97
18.72,56.06
46.25,148.84
44.34,141.61
32.06,103.59
38.51,128.68
32.41,101.96
1.34,13.75
35.3,109.01
9.27,25.61
34.29,108.4
1.02,13.07
15.89,45.12
26.09,86.64
16.99,56.99
34.85,108.73
26.37,81.79
48.0,147.6
18.21,58.69
36.23,111.73
41.87,126.71
13.05,50.01
37.83,121.34
19.97,61.35
6.87,25.59
0.68,7.41
37.32,123.16
9.72,31.18
3.03,17.38
25.11,76.87
17.66,55.28
34.74,109.04
5.81,16.73
7.07,21.32
20.5,67.07
26.26,83.75
41.3,129.67
29.49,97.34
45.18,138.91
11.28,36.56
30.01,97.73
32.93,101.85
36.43,117.38
49.44,144.89
23.67,77.09
18.78,62.2
42.68,139.34
9.25,35.56
2.33,16.19
22.46,72.32
12.74,44.56
20.13,61.23
49.31,150.82
17.75,60.29
35.54,119.86
12.89,47.52
15.52,54.38
12.54,46.88
28.82,93.5
11.69,40.83
36.06,112.64
34.17,104.53
21.35,64.41
1.77,9.76
1.62,9.24
26.87,82.5
42.04,132.93
30.14,100.22
22.06,69.3
44.16,138.2
10.25,33.29
18.29,62.91
28.48,92.35
14.94,47.29
49.89,156.42
22.89,64.79
3.06,16.58
9.22,29.75
26.86,81.51
27.73,84.78
49.22,149.66
30.2,90.36
33.5,110.63
11.08,38.63
5.79,26.21
30.3,99.13
43.31,135.07
29.57,99.84
22.42,78.46
29.12,93.18
23.7,77.73
7.52,24.97
37.19,116.26
26.89,85.38
20.27,62.37
28.2,93.7
12.44,42.08
21.68,67.37
31.31,94.81
11.7,46.13
37.58,114.14
26.29,82.31
43.15,139.15
42.44,129.14
24.98,79.68
10.18,38.97
36.96,113.39
21.22,61.62
29.93,95.03
5.81,12.64
31.76,93.86
18.99,64.71
17.04,55.58
49.01,152.11
21.91,74.07
34.06,107.82
31.57,102.14
5.66,20.96
37.52,124.53
16.5,48.98
40.05,131.55
30.58,95.06
16.2,49.6
18.14,64.82
36.71,113.02
27.73,85.54
33.58,96.01
8.34,30.88
39.46,129.72
16.36,55.15
31.18,99.17
6.18,28.68
16.41,54.43
32.62,101.03
14.07,43.09
44.08,136.18
33.23,102.84
43.58,139.1
20.07,65.05
2.18,14.18
29.02,88.02
17.29,54.2
22.69,74.51
34.21,101.82
35.18,107.16
1.86,15.17
38.58,123.75
24.93,74.01
28.06,88.05
15.25,53.48
21.33,68.69
35.66,114.91
38.95,120.82
19.66,69.62
34.71,105.87
13.27,44.44
41.69,128.96
30.69,99.18
38.87,131.96
24.12,68.81
11.84,46.4
21.75,74.82
19.38,64.76
16.97,55.13
11.0,35.09
38.08,122.8
4.77,22.03
44.43,132.75
9.16,38.88
49.0,151.81
49.43,146.35
20.22,70.87
49.4,148.56
43.52,136.58
4.58,26.0
47.39,146.15
2.6,13.65
9.5,29.96
29.44,99.89
4.5,21.62
8.51,30.12
47.7,143.24
49.74,154.67
40.01,127.69
26.0,84.48
45.06,139.53
6.04,26.0
47.17,148.9
17.9,61.95
43.14,135.53
33.58,107.56
48.03,148.02
43.3,139.42
44.45,132.52
31.77,100.01
41.74,126.93
37.98,120.2
8.5,34.35
32.61,98.87
7.83,31.37
43.54,136.1
3.76,11.41
49.36,155.41
20.33,70.24
8.95,31.06
46.82,145.93
2.75,11.71
23.77,64.46
38.63,120.52
16.18,52.78
26.68,82.29
35.17,102.98
47.62,146.55
5.58,19.09
8.28,32.36
25.69,83.16
21.21,59.33
20.83,62.74
15.2,51.09
28.25,91.1
44.22,134.21
8.47,34.03
11.16,41.2
33.71,105.01
3.28,12.61
33.85,102.44
16.07,54.66
18.21,58.49
20.57,61.48
17.8,59.6
42.14,127.91
47.33,149.03
27.63,93.23
29.3,97.75
3.99,15.83
35.8,111.2
29.41,93.4
2.99,13.44
10.32,43.06
10.5,37.39
8.96,30.26
33.1,97.25
46.46,139.83
38.27,117.36
24.13,81.01
20.5,62.91
19.63,60.74
30.26,97.41
18.28,53.49
11.69,41.21
30.34,95.94
19.84,62.89
1.2,11.83
1.6,9.45
14.07,47.09
25.86,86.21
18.03,62.16
1.69,12.66
11.55,37.52
5.27,8.74
47.46,152.05
15.99,60.06
1.23,3.0
33.2,111.39
12.01,42.79
28.55,84.31
7.96,28.32
49.21,151.31
48.53,149.03
32.97,105.92
35.51,110.81
21.58,67.01
48.13,156.27
21.48,71.37
12.35,39.2
6.21,29.51
10.8,35.78
28.82,92.81
12.63,47.84
32.89,104.95
19.42,68.37
44.4,144.53
28.14,89.58
31.32,106.24
28.05,84.12
44.34,140.46
3.64,15.27
3.83,19.32
35.24,112.28
38.51,124.57
21.96,71.17
17.94,65.15
14.26,49.08
12.1,39.91
45.64,142.76
15.11,47.95
32.58,97.94
39.46,122.36
1.59,14.8
2.18,12.14
16.99,58.62
34.95,112.49
13.41,39.1
0.57,8.01
14.76,47.23
4.96,20.64
11.36,41.46
16.99,52.67
6.84,27.45
35.47,107.7
13.17,52.37
33.22,101.43
30.15,99.71
44.95,137.53
4.85,20.46
11.12,41.79
43.33,128.45
41.2,136.06
10.01,41.47
5.83,31.84
42.88,130.59
9.32,31.27
43.62,128.93
48.08,147.52
11.43,35.28
42.1,134.44
21.48,77.08
39.54,116.98
20.67,72.86
3.98,14.45
35.78,112.9
7.96,31.3
46.39,149.86
21.18,72.19
4.56,20.04
11.81,40.06
43.19,139.58
16.39,48.72
42.89,131.33
9.03,31.67
23.68,75.23
43.97,136.62
2.9,19.02
15.56,51.79
45.54,139.2
30.03,98.69
35.95,116.16
42.19,133.39
26.42,87.19
42.35,131.98
32.12,101.01
34.44,106.15
8.07,21.19
46.98,142.23
39.91,131.52
13.08,46.92
29.21,92.57
19.14,63.49
33.19,99.78
49.69,159.79
2.76,19.26
47.65,145.83
4.08,18.78
23.31,71.72
24.36,80.11
13.8,49.75
28.55,90.11
41.78,132.32
15.05,46.85
3.99,22.3
31.8,103.74
37.71,112.42
47.75,149.11
8.4,34.59
45.12,140.19
24.37,78.9
12.17,40.94
48.16,145.18
12.3,45.51
36.81,115.24
39.35,124.54
21.81,72.65
34.65,105.14
28.84,88.57
10.01,34.89
38.11,125.08
46.44,140.74
24.69,81.5
49.72,153.41
21.68,67.41
24.25,75.54
33.86,109.2
9.7,35.06
45.15,137.38
40.16,125.7
43.68,132.47
30.67,104.26
44.25,134.44
34.16,106.84
25.82,79.69
46.62,146.17
22.27,76.93
25.28,80.6
8.89,28.47
47.41,149.93
11.44,39.71
10.47,36.73
5.51,15.6
