Customer_ID,Annual_Spend,Order_Count,Avg_Order_Value,Days_Since_Last_Purchase,Product_Category_Count,Mobile_App_Usage,Website_Visits,Wishlist_Items,Coupon_Usage_Rate,Return_Rate
CUST_002570,50805.79,118,20604.98,115,4,114,102,0,0.767,0.193
CUST_002571,61498.41,100,13599.3,60,8,60,72,13,0.751,0.337
CUST_002572,21719.94,49,5729.77,16,12,57,61,1,0.167,0.341
CUST_002573,48544.02,201,10297.11,33,19,83,11,3,0.098,0.338
CUST_002574,57806.52,180,24702.23,19,15,67,37,65,0.591,0.239
CUST_002575,374952.7,2,19632.19,207,16,83,185,89,0.742,0.191
CUST_002576,27491.25,224,14462.14,161,12,85,183,45,0.149,0.125
CUST_002577,166862.28,120,3056.07,298,20,28,38,49,0.372,0.001
CUST_002578,120306.89,178,10561.73,9,18,15,85,59,0.87,0.306
CUST_002579,72870.96,245,6723.68,93,22,106,3,51,0.944,0.111
CUST_002580,205055.17,123,1960.83,106,12,62,47,96,0.454,0.132
CUST_002581,77689.38,86,13646.67,104,16,46,134,47,0.08,0.337
CUST_002582,78622.36,171,22251.81,70,20,42,59,38,0.258,0.021
CUST_002583,57688.64,77,16954.88,83,11,22,167,69,0.233,0.371
CUST_002584,140997.61,136,6392.07,208,22,29,7,59,0.239,0.001
CUST_002585,128994.94,59,14424.9,258,20,56,123,29,0.494,0.376
CUST_002586,38639.33,193,23592.21,238,14,29,115,85,0.583,0.182
CUST_002587,23778.26,209,18128.29,301,2,106,57,26,0.123,0.041
CUST_002588,51943.59,12,17298.95,231,13,66,184,82,0.889,0.27
CUST_002589,34199.73,4,24210.32,281,14,55,34,73,0.62,0.358
CUST_002590,57270.03,117,20012.06,205,6,23,72,54,0.597,0.175
CUST_002591,142373.15,205,3588.26,263,12,112,114,69,0.987,0.277
CUST_002592,43472.72,95,8821.35,310,7,100,12,25,0.628,0.392
CUST_002593,58105.97,125,24135.49,346,4,76,38,41,0.929,0.096
CUST_002594,62356.05,41,12344.69,184,7,105,83,66,0.286,0.328
CUST_002595,108434.5,123,2968.61,113,13,95,20,66,0.24,0.118
CUST_002596,12421.42,7,11573.4,78,11,100,46,51,0.517,0.171
CUST_002597,39156.03,215,17485.43,356,8,75,1,5,0.509,0.113
CUST_002598,69417.8,216,24939.2,341,19,7,43,9,0.226,0.178
CUST_002599,138698.15,69,8232.85,300,2,87,29,37,0.7,0.002
CUST_002600,42432.43,69,12949.35,49,21,43,127,76,0.03,0.121
CUST_002601,16097.4,81,22016.08,319,18,79,54,11,0.691,0.178
CUST_002602,92392.22,30,9010.63,94,21,95,39,45,0.457,0.253
CUST_002603,38378.26,73,2909.69,257,10,33,96,48,0.689,0.255
CUST_002604,26035.94,6,23733.61,350,6,34,91,90,0.477,0.234
CUST_002605,38675.37,89,12313.33,61,24,95,23,71,0.977,0.117
CUST_002606,52618.98,147,12669.04,141,22,49,169,62,0.335,0.379
CUST_002607,39209.67,208,15605.76,329,4,16,27,68,0.983,0.157
CUST_002608,12785.97,213,287.71,221,19,1,116,99,0.065,0.087
CUST_002609,112189.69,66,23292.05,355,14,89,104,42,0.684,0.222
CUST_002610,146153.47,10,9163.99,110,14,53,92,93,0.454,0.3
CUST_002611,94472.63,144,10043.91,103,18,43,97,59,0.822,0.005
CUST_002612,27000.75,37,4517.91,14,17,80,178,28,0.79,0.111
CUST_002613,51997.76,207,9578.16,269,18,101,149,85,0.8,0.33
CUST_002614,59601.44,77,20137.8,158,18,48,88,77,0.095,0.203
CUST_002615,91049.27,77,20039.79,156,5,1,77,73,0.822,0.163
CUST_002616,95591.42,32,23407.76,26,9,71,73,10,0.214,0.372
CUST_002617,35813.43,237,10200.09,84,1,109,135,34,0.026,0.036
CUST_002618,63411.27,47,17776.29,8,4,69,13,22,0.218,0.246
CUST_002619,82462.28,110,12779.49,275,7,8,44,71,0.479,0.137
CUST_002620,165889.24,200,20139.77,226,11,0,37,20,0.742,0.028
CUST_002621,98042.33,171,17871.04,185,14,68,159,36,0.219,0.085
CUST_002622,104020.13,210,9323.99,78,10,102,61,27,0.113,0.251
CUST_002623,63492.6,120,8549.51,215,19,8,95,94,0.646,0.011
CUST_002624,160704.31,164,6460.57,56,8,13,66,57,0.984,0.237
CUST_002625,79764.51,154,14497.59,143,3,26,60,52,0.601,0.383
CUST_002626,32769.01,10,24103.3,355,8,8,12,27,0.691,0.318
CUST_002627,159908.81,159,5161.66,330,18,35,118,41,0.561,0.138
CUST_002628,97590.19,97,2562.26,66,5,92,86,90,0.782,0.055
CUST_002629,43908.76,157,3161.14,274,20,83,82,84,0.976,0.186
CUST_002630,42802.63,5,19620.85,104,11,78,79,72,0.544,0.157
CUST_002631,73688.56,77,8882.6,187,9,99,46,92,0.417,0.389
CUST_002632,82803.81,1,5764.3,163,19,2,110,60,0.86,0.396
CUST_002633,68741.24,215,8950.53,266,12,119,113,78,0.97,0.164
CUST_002634,74452.46,232,16204.2,50,5,116,53,32,0.129,0.06
CUST_002635,196805.29,131,13760.32,125,16,22,70,54,0.578,0.364
CUST_002636,126763.73,67,18641.02,79,13,117,179,36,0.792,0.317
CUST_002637,68421.67,199,8609.04,182,6,109,71,46,0.533,0.205
CUST_002638,115718.69,228,11410.31,309,16,72,24,35,0.409,0.146
CUST_002639,29063.35,163,2728.82,16,18,29,22,27,0.655,0.179
CUST_002640,79106.39,15,2011.85,169,17,18,157,9,0.27,0.361
CUST_002641,212461.15,232,11663.93,279,12,101,10,22,0.349,0.074
CUST_002642,51398.69,195,7679.6,303,1,66,162,91,0.992,0.323
CUST_002643,33079.08,93,15397.45,339,7,49,26,97,0.636,0.007
CUST_002644,37931.52,30,1266.45,213,14,47,116,4,0.873,0.368
CUST_002645,27924.42,103,3219.81,197,18,2,66,81,0.808,0.2
CUST_002646,34567.41,82,21656.73,6,23,97,46,5,0.652,0.091
CUST_002647,46195.81,75,14244.53,10,1,65,177,41,0.841,0.001
CUST_002648,22384.03,171,17858.95,11,20,26,7,46,0.287,0.224
CUST_002649,60532.33,241,21080.91,109,10,86,182,86,0.637,0.098
CUST_002650,112599.67,60,11703.09,132,15,105,76,27,0.591,0.253
CUST_002651,31715.81,230,19074.3,127,11,95,169,12,0.622,0.112
CUST_002652,173424.69,40,13209.72,147,4,110,66,24,0.169,0.035
CUST_002653,85609.75,193,5724.17,53,15,98,147,6,0.277,0.202
CUST_002654,123180.55,157,8573.87,310,21,39,172,65,0.287,0.226
CUST_002655,37779.27,74,12360.69,78,16,17,34,79,0.602,0.181
CUST_002656,108898.08,220,8058.76,345,15,26,76,57,0.973,0.183
CUST_002657,27879.48,121,8521.09,96,17,10,147,65,0.954,0.236
CUST_002658,111655.47,223,8567.34,248,23,38,23,35,0.227,0.211
CUST_002659,67527.32,147,3246.43,126,11,18,184,1,0.305,0.053
CUST_002660,88192.38,3,2299.14,29,18,88,54,37,0.036,0.079
CUST_002661,26293.68,36,1353.1,23,16,6,136,73,0.399,0.057
CUST_002662,31998.72,43,2951.72,200,15,94,93,13,0.835,0.277
CUST_002663,90949.51,143,8723.94,130,11,56,143,26,0.916,0.211
CUST_002664,30827.31,225,14928.02,121,13,1,182,14,0.236,0.172
CUST_002665,82805.06,169,4866.04,355,18,37,199,84,0.266,0.319
CUST_002666,22994.34,235,22222.62,326,8,4,57,11,0.221,0.13
CUST_002667,108415.02,115,20247.88,149,9,77,63,42,0.35,0.227
CUST_002668,25266.47,109,13109.07,13,22,81,75,96,0.805,0.03
CUST_002669,88133.67,90,18160.4,303,11,35,114,56,0.647,0.298
CUST_002670,92775.85,208,9284.95,28,17,67,48,85,0.786,0.278
CUST_002671,36763.46,164,1112.09,49,1,87,28,47,0.583,0.321
CUST_002672,89986.83,225,22627.45,239,11,76,117,60,0.258,0.354
CUST_002673,71848.11,84,3369.28,282,7,118,81,81,0.228,0.303
CUST_002674,41060.86,77,23708.85,334,8,84,6,43,0.009,0.338
CUST_002675,29555.1,161,14382.69,351,19,56,76,51,0.781,0.138
CUST_002676,15156.16,5,7777.96,155,4,96,121,61,0.847,0.137
CUST_002677,76477.74,229,12489.01,136,4,19,68,1,0.768,0.378
CUST_002678,20023.02,78,12640.42,326,19,4,89,92,0.074,0.366
CUST_002679,64006.57,91,777.52,335,24,23,1,70,0.762,0.219
CUST_002680,49790.84,87,9015.4,153,9,98,160,30,0.046,0.147
CUST_002681,96316.98,14,18548.67,80,17,29,175,81,0.106,0.346
CUST_002682,48463.59,104,12849.72,86,18,27,36,72,0.44,0.129
CUST_002683,47542.84,196,6256.91,263,1,52,88,71,0.476,0.061
CUST_002684,99938.42,231,8510.72,257,14,50,126,32,0.816,0.256
CUST_002685,75700.54,244,21603.75,184,4,108,102,4,0.68,0.017
CUST_002686,74705.51,83,13233.63,179,10,6,29,77,0.153,0.152
CUST_002687,83157.14,175,13303.13,185,23,41,40,57,0.226,0.323
CUST_002688,20436.94,54,24044.39,122,14,34,3,76,0.286,0.118
CUST_002689,101696.9,132,8157.86,95,7,118,82,10,0.124,0.373
CUST_002690,91924.99,222,12092.62,92,12,93,110,83,0.288,0.382
CUST_002691,29387.42,211,20330.5,2,22,33,166,22,0.729,0.326
CUST_002692,50470.47,95,19021.02,1,16,102,23,44,0.241,0.395
CUST_002693,58249.16,223,6791.83,304,5,72,49,26,0.835,0.212
CUST_002694,54494.35,9,3947.06,356,11,116,36,78,0.47,0.228
CUST_002695,75637.08,53,17577.47,147,4,75,180,93,0.323,0.334
CUST_002696,163073.57,77,6589.87,284,13,53,24,55,0.412,0.197
CUST_002697,127674.16,206,23082.36,144,8,28,92,58,0.709,0.163
CUST_002698,23895.53,247,3405.34,329,7,9,124,79,0.517,0.246
CUST_002699,92544.88,60,8094.22,360,11,26,30,39,0.007,0.263
CUST_002700,151790.01,46,1558.72,261,11,82,91,17,0.922,0.3
CUST_002701,78493.1,54,17641.97,61,17,12,37,50,0.066,0.267
CUST_002702,128500.27,74,22303.31,225,22,41,126,60,0.939,0.298
CUST_002703,244896.1,112,15969.69,30,14,36,57,22,0.028,0.27
CUST_002704,122589.5,95,23456.27,189,2,60,180,35,0.771,0.192
CUST_002705,71290.33,165,3386.9,267,20,95,113,37,0.535,0.054
CUST_002706,124437.88,23,2375.8,11,21,78,49,71,0.506,0.314
CUST_002707,66265.29,27,20992.64,190,8,20,131,55,0.073,0.012
CUST_002708,60884.39,70,21416.68,24,22,2,91,38,0.239,0.397
CUST_002709,46817.39,218,20809.78,90,2,7,179,92,0.778,0.331
CUST_002710,178865.49,194,20014.33,87,21,69,158,75,0.891,0.268
CUST_002711,33762.3,109,9183.26,331,15,92,77,81,0.529,0.387
CUST_002712,175020.33,189,5593.06,273,5,82,141,82,0.353,0.245
CUST_002713,84957.37,77,23234.34,300,6,16,128,99,0.06,0.023
CUST_002714,22482.35,179,7813.6,110,17,9,42,96,0.682,0.224
CUST_002715,77447.42,50,10080.51,79,8,96,117,68,0.278,0.111
CUST_002716,13766.34,124,17549.06,323,19,12,58,27,0.055,0.148
CUST_002717,92767.87,19,7475.23,139,5,90,60,89,0.666,0.184
CUST_002718,111264.11,1,20514.43,213,23,105,40,20,0.486,0.31
CUST_002719,39551.18,40,1936.86,17,19,11,17,61,0.012,0.201
CUST_002720,65282.77,160,19821.33,53,14,65,187,22,0.111,0.19
CUST_002721,235133.85,22,15125.91,96,10,73,196,20,0.699,0.121
CUST_002722,42023.21,112,14410.24,282,13,84,78,74,0.064,0.216
CUST_002723,28531.52,221,11567.75,233,22,22,186,15,0.866,0.099
CUST_002724,168917.28,194,7070.73,239,5,64,169,61,0.311,0.104
CUST_002725,236525.44,40,11708.94,333,7,96,163,96,0.089,0.303
CUST_002726,60029.23,38,11360.71,343,10,51,167,90,0.76,0.137
CUST_002727,121543.09,48,14677.1,53,11,60,29,64,0.524,0.021
CUST_002728,153128.56,183,7183.04,86,3,25,101,79,0.307,0.137
CUST_002729,35605.7,75,2124.37,260,13,14,10,4,0.406,0.255
CUST_002730,42628.82,209,3798.22,235,2,21,123,45,0.021,0.326
CUST_002731,141720.51,183,17539.6,122,4,88,152,63,0.663,0.385
CUST_002732,194757.41,179,757.81,53,3,64,172,81,0.366,0.298
CUST_002733,88788.87,107,21439.79,215,15,25,178,40,0.714,0.172
CUST_002734,32342.26,188,17421.05,196,4,20,170,97,0.628,0.12
CUST_002735,240612.44,8,19248.55,38,23,104,65,43,0.651,0.052
CUST_002736,41287.72,86,20932.41,364,21,23,98,88,0.793,0.251
CUST_002737,47353.86,68,3243.22,227,4,102,174,97,0.631,0.204
CUST_002738,76087.29,75,20596.79,236,15,15,23,14,0.419,0.271
CUST_002739,177710.71,200,12715.13,131,6,31,76,67,0.39,0.095
CUST_002740,108856.22,137,22160.99,329,23,15,164,50,0.12,0.129
CUST_002741,80049.93,90,22187.35,320,5,76,127,53,0.779,0.117
CUST_002742,82809.82,130,799.62,167,12,41,183,67,0.761,0.319
CUST_002743,61725.98,80,9695.06,36,7,31,93,88,0.246,0.068
CUST_002744,88494.68,95,13254.69,66,3,49,86,76,0.863,0.243
CUST_002745,10191.49,70,17023.33,110,7,40,123,41,0.589,0.021
CUST_002746,48648.43,245,7297.42,218,12,107,45,45,0.479,0.22
CUST_002747,70892.88,213,6453.13,208,15,23,155,24,0.017,0.026
CUST_002748,26750.01,90,9655.39,86,19,12,92,66,0.383,0.07
CUST_002749,78466.44,59,12623.28,302,6,74,179,34,0.641,0.045
CUST_002750,51889.42,147,23788.43,178,8,78,14,72,0.09,0.139
CUST_002751,204604.27,28,19100.29,12,6,9,172,77,0.46,0.137
CUST_002752,180072.32,72,10847.16,299,3,41,57,21,0.993,0.331
CUST_002753,43214.7,14,1548.28,124,5,40,194,8,0.717,0.09
CUST_002754,53874.56,24,4379.31,232,9,2,71,23,0.547,0.035
CUST_002755,56853.71,112,11506.93,250,24,54,97,22,0.533,0.241
CUST_002756,43644.75,44,20382.88,125,16,15,72,60,0.044,0.275
CUST_002757,68632.23,229,9641.25,234,22,43,80,36,0.957,0.118
CUST_002758,35214.12,56,13554.72,137,16,80,168,44,0.928,0.241
CUST_002759,27134.72,218,22316.76,48,9,88,64,14,0.682,0.31
CUST_002760,92586.43,223,22862.15,185,18,29,167,56,0.099,0.139
CUST_002761,93029.39,120,5551.22,204,13,110,4,99,0.208,0.21
CUST_002762,34097.49,179,1281.15,77,11,98,27,13,0.184,0.059
CUST_002763,112055.41,32,7774.18,193,10,36,37,51,0.52,0.009
CUST_002764,38480.06,178,17455.9,102,10,59,80,83,0.208,0.393
CUST_002765,71483.05,169,23787.58,104,6,76,86,35,0.696,0.12
CUST_002766,106323.41,194,2110.39,286,16,23,145,26,0.545,0.112
CUST_002767,58481.82,25,906.4,323,12,101,36,16,0.018,0.389
CUST_002768,82315.82,116,22126.85,210,4,25,154,89,0.744,0.291
CUST_002769,41710.13,236,18754.0,249,5,57,24,40,0.189,0.234
CUST_002770,52180.98,189,24807.76,292,2,8,196,3,0.825,0.28
CUST_002771,51839.02,66,10040.46,200,19,60,82,2,0.355,0.284
CUST_002772,35503.81,42,10518.06,23,1,18,26,18,0.339,0.305
CUST_002773,52905.26,193,4473.33,299,4,27,76,40,0.012,0.027
CUST_002774,20251.16,164,3073.01,82,12,6,181,39,0.988,0.165
CUST_002775,42454.68,249,14552.21,296,2,44,134,57,0.612,0.118
CUST_002776,49049.59,76,9234.27,178,12,85,89,38,0.423,0.028
CUST_002777,50044.81,137,2191.85,297,16,93,26,6,0.097,0.165
CUST_002778,50561.81,164,22197.28,363,2,62,121,35,0.699,0.246
CUST_002779,57340.65,233,5119.24,205,17,36,58,82,0.283,0.071
CUST_002780,83751.48,220,18764.89,39,2,15,71,75,0.988,0.122
CUST_002781,110432.74,38,7199.27,303,4,99,158,19,0.951,0.256
CUST_002782,37993.27,161,20360.04,112,6,4,90,75,0.735,0.232
CUST_002783,25790.45,170,3136.24,339,23,28,67,28,0.971,0.348
CUST_002784,28870.31,61,18950.58,3,7,51,105,93,0.106,0.316
CUST_002785,42572.25,174,2633.35,107,23,114,3,83,0.28,0.386
CUST_002786,46800.78,214,11283.51,315,15,22,145,67,0.253,0.239
CUST_002787,34926.56,89,18403.31,113,20,5,62,65,0.072,0.279
CUST_002788,24166.4,189,4495.82,166,12,35,86,46,0.972,0.344
CUST_002789,43508.67,18,7284.49,260,5,56,179,93,0.06,0.336
CUST_002790,67982.03,70,21646.22,105,14,32,110,22,0.857,0.287
CUST_002791,90809.63,82,22150.96,223,16,48,190,5,0.768,0.2
CUST_002792,40530.25,116,1314.4,261,11,40,172,17,0.376,0.109
CUST_002793,44842.05,80,4368.65,250,12,79,139,52,0.019,0.351
CUST_002794,31298.05,15,3113.3,13,19,54,135,21,0.006,0.311
CUST_002795,58570.86,176,4656.39,197,17,97,21,67,0.204,0.335
CUST_002796,33060.68,200,24260.66,125,24,106,90,74,0.494,0.056
CUST_002797,89428.03,13,13881.05,205,7,25,168,34,0.458,0.126
CUST_002798,17152.4,119,11809.19,139,9,36,115,74,0.585,0.17
CUST_002799,46548.93,43,24614.79,61,14,76,40,97,0.772,0.335
CUST_002800,73922.69,188,14012.51,282,20,115,80,8,0.377,0.357
CUST_002801,68096.71,57,16595.72,53,12,16,122,30,0.16,0.114
CUST_002802,394401.05,199,8452.71,345,15,95,56,95,0.8,0.275
CUST_002803,76485.77,17,9676.45,11,12,31,159,42,0.333,0.031
CUST_002804,29648.35,178,14941.35,135,21,27,126,98,0.287,0.164
CUST_002805,56003.81,32,1930.69,329,21,92,94,74,0.764,0.195
CUST_002806,17268.3,150,6545.9,143,23,24,54,16,0.934,0.306
CUST_002807,56589.58,55,5080.93,281,13,46,5,50,0.915,0.357
CUST_002808,33418.36,243,594.16,135,9,21,166,99,0.137,0.135
CUST_002809,113638.0,185,13515.15,300,24,90,8,65,0.503,0.211
CUST_002810,40754.51,13,14114.11,220,7,60,31,23,0.093,0.259
CUST_002811,55174.92,47,9721.69,339,1,43,163,14,0.961,0.131
CUST_002812,38373.01,87,6864.44,208,10,101,127,27,0.215,0.394
CUST_002813,202237.08,62,16371.08,358,6,19,15,2,0.197,0.35
CUST_002814,47816.69,182,3539.55,122,15,108,139,28,0.889,0.119
CUST_002815,215947.36,29,13061.65,115,15,49,40,51,0.968,0.203
CUST_002816,105863.55,22,19248.23,156,9,87,194,53,0.698,0.092
CUST_002817,83905.52,65,4274.59,269,13,46,185,57,0.121,0.206
CUST_002818,77506.2,29,18880.84,16,23,46,136,44,0.486,0.273
CUST_002819,78878.04,48,19067.7,268,1,71,124,76,0.817,0.034
CUST_002820,15531.56,5,1686.18,348,9,50,16,49,0.572,0.348
CUST_002821,49255.76,163,665.85,218,3,54,109,21,0.133,0.237
CUST_002822,108186.36,247,24353.6,318,9,77,132,51,0.172,0.396
CUST_002823,57859.44,202,4995.89,237,20,38,25,52,0.864,0.01
CUST_002824,22389.94,211,20589.05,32,15,13,128,30,0.527,0.333
CUST_002825,57717.57,101,14133.9,284,24,68,0,70,0.706,0.317
CUST_002826,197377.59,71,6758.91,36,7,46,34,47,0.373,0.053
CUST_002827,143318.43,174,3423.27,102,4,20,8,89,0.532,0.134
CUST_002828,57331.02,163,12517.6,210,20,14,86,30,0.977,0.354
CUST_002829,116542.87,173,10302.4,279,17,119,37,3,0.33,0.207
CUST_002830,46325.37,141,17532.37,141,22,99,3,34,0.675,0.161
CUST_002831,18165.69,138,22623.38,238,4,96,51,96,0.173,0.362
CUST_002832,31347.0,66,20170.15,228,19,80,146,66,0.122,0.037
CUST_002833,178799.82,198,7006.41,132,5,83,4,63,0.784,0.189
CUST_002834,49424.66,72,21997.54,124,16,0,105,82,0.844,0.261
CUST_002835,50495.08,228,20868.1,52,3,79,47,8,0.668,0.243
CUST_002836,48538.53,25,23242.58,87,11,108,86,45,0.158,0.106
CUST_002837,227043.21,172,11574.79,97,22,81,190,82,0.241,0.225
CUST_002838,186870.52,60,19260.66,94,15,9,37,55,0.911,0.283
CUST_002839,282984.15,175,14873.12,187,19,22,51,55,0.289,0.234
CUST_002840,53565.92,40,7900.47,255,21,17,86,82,0.819,0.274
CUST_002841,73639.52,7,24861.89,72,24,112,45,25,0.286,0.102
CUST_002842,20709.55,174,1150.03,361,14,57,92,59,0.939,0.333
CUST_002843,168359.04,151,4224.36,281,16,72,136,76,0.914,0.18
CUST_002844,26437.91,211,22335.05,17,24,109,49,85,0.043,0.395
CUST_002845,69685.18,46,1701.96,163,6,116,65,71,0.77,0.009
CUST_002846,27774.91,86,22193.15,145,5,93,37,87,0.169,0.152
CUST_002847,39647.9,141,17937.49,313,21,76,154,89,0.215,0.072
CUST_002848,33320.11,21,1109.76,252,17,51,104,47,0.46,0.222
CUST_002849,39123.84,1,10847.14,159,16,115,147,57,0.576,0.097
CUST_002850,41052.79,123,18910.89,348,2,94,189,62,0.326,0.295
CUST_002851,40790.8,147,14660.89,48,11,45,15,57,0.575,0.353
CUST_002852,107294.61,125,23409.61,175,4,106,78,2,0.171,0.084
CUST_002853,27628.3,188,21717.57,326,6,12,12,6,0.022,0.064
CUST_002854,69869.12,33,8449.66,64,7,95,113,51,0.571,0.35
CUST_002855,140445.02,4,2298.75,288,17,16,101,61,0.517,0.145
CUST_002856,41804.64,234,23617.57,49,8,66,147,1,0.69,0.174
CUST_002857,36223.26,3,13028.71,3,1,60,151,32,0.65,0.088
CUST_002858,50951.67,91,2045.06,118,15,64,177,11,0.897,0.17
CUST_002859,136736.04,52,20451.08,339,20,52,134,47,0.459,0.093
CUST_002860,68588.17,233,21738.96,163,12,4,86,75,0.008,0.266
CUST_002861,41280.68,227,16057.73,222,15,31,87,52,0.631,0.2
CUST_002862,84011.89,28,11298.22,357,23,88,28,73,0.675,0.315
CUST_002863,27678.06,70,16621.89,155,22,44,132,40,0.521,0.125
CUST_002864,96466.56,198,17725.76,261,15,55,106,90,0.689,0.202
CUST_002865,79700.02,183,22347.14,172,9,4,162,81,0.324,0.104
CUST_002866,48268.48,57,23905.37,22,16,100,64,57,0.149,0.374
CUST_002867,33289.25,108,12955.16,60,2,86,99,67,0.665,0.209
CUST_002868,32187.17,215,20002.66,355,15,75,114,22,0.245,0.069
CUST_002869,87061.68,225,24119.84,320,15,33,197,84,0.456,0.109
CUST_002870,141532.74,144,3950.83,133,7,60,86,35,0.492,0.033
CUST_002871,38326.03,24,653.05,23,21,86,73,93,0.477,0.011
CUST_002872,82526.17,197,21750.3,292,13,79,134,84,0.598,0.21
CUST_002873,13892.18,169,5042.78,44,23,112,171,86,0.029,0.135
CUST_002874,39766.0,234,1253.47,178,17,61,199,20,0.99,0.386
CUST_002875,58586.45,77,4170.38,355,11,68,12,71,0.716,0.069
CUST_002876,31673.06,175,9726.05,357,10,62,93,54,0.425,0.318
CUST_002877,31083.91,76,5637.79,62,1,43,77,55,0.191,0.126
CUST_002878,37517.18,69,7770.29,28,14,110,123,12,0.08,0.089
CUST_002879,73462.83,101,24387.29,356,5,27,124,21,0.672,0.388
CUST_002880,52515.82,159,17669.26,364,8,69,37,6,0.317,0.321
CUST_002881,12496.93,92,17862.35,95,1,12,12,23,0.229,0.252
CUST_002882,13568.55,92,2548.2,265,7,42,53,60,0.38,0.279
CUST_002883,39151.51,30,18356.04,290,2,29,105,4,0.593,0.397
CUST_002884,82485.73,18,18535.74,54,7,25,43,49,0.672,0.237
CUST_002885,8749.45,44,16561.68,152,7,80,140,61,0.645,0.041
CUST_002886,42200.56,155,5865.22,218,9,62,152,54,0.863,0.026
CUST_002887,41424.45,99,10691.3,172,22,72,23,25,0.219,0.267
CUST_002888,158234.98,154,21187.66,95,4,56,123,9,0.637,0.263
CUST_002889,45728.85,121,16821.0,122,23,63,28,10,0.101,0.299
CUST_002890,78283.51,231,18372.67,11,7,79,197,39,0.548,0.044
CUST_002891,66097.09,241,14766.89,3,20,48,145,10,0.584,0.378
CUST_002892,13475.16,115,11349.75,361,18,51,91,93,0.216,0.22
CUST_002893,102513.02,60,19024.49,345,13,62,4,3,0.392,0.26
CUST_002894,69617.94,146,1884.56,66,11,119,145,1,0.827,0.014
CUST_002895,85458.66,225,16894.39,144,9,81,190,76,0.148,0.384
CUST_002896,935060.39,217,24930.67,64,14,12,124,38,0.435,0.225
CUST_002897,13920.54,56,19548.76,81,8,92,164,80,0.933,0.225
CUST_002898,200243.15,31,7405.98,104,21,106,70,22,0.504,0.377
CUST_002899,48961.36,101,7089.92,180,14,108,182,44,0.725,0.372
CUST_002900,73213.14,59,16747.02,339,21,87,98,73,0.827,0.088
CUST_002901,57996.7,124,22417.19,104,17,44,11,76,0.204,0.372
CUST_002902,44490.66,130,14533.15,225,14,107,51,41,0.218,0.295
CUST_002903,40179.69,97,13279.58,27,24,45,184,41,0.759,0.008
CUST_002904,75407.05,167,4177.53,15,5,76,45,28,0.753,0.096
CUST_002905,20701.85,189,17943.33,276,10,88,103,15,0.06,0.165
CUST_002906,101255.82,235,17617.01,332,6,40,43,66,0.322,0.233
CUST_002907,44741.82,107,24180.39,297,10,45,151,99,0.399,0.281
CUST_002908,27145.09,191,7644.77,53,11,0,8,59,0.829,0.084
CUST_002909,43695.09,224,18959.85,287,24,72,139,3,0.422,0.335
CUST_002910,144351.19,18,10964.82,113,6,67,99,99,0.926,0.338
CUST_002911,41161.78,145,14050.13,37,10,91,136,15,0.997,0.254
CUST_002912,76950.49,226,20448.06,229,14,11,102,40,0.781,0.368
CUST_002913,35894.19,167,5705.48,165,20,87,109,5,0.666,0.325
CUST_002914,101777.6,71,8703.14,181,3,109,115,41,0.392,0.089
CUST_002915,96747.08,106,19378.06,204,7,72,21,56,0.067,0.319
CUST_002916,218387.48,54,14347.36,244,2,34,144,27,0.573,0.381
CUST_002917,52950.1,245,2492.09,358,7,101,160,99,0.362,0.055
CUST_002918,95612.45,227,10868.61,332,17,98,174,22,0.351,0.391
CUST_002919,64128.7,94,14748.51,308,13,32,87,75,0.688,0.01
CUST_002920,148317.46,76,22756.03,120,21,57,142,41,0.464,0.209
CUST_002921,36200.11,35,4874.5,258,9,117,32,94,0.752,0.31
CUST_002922,100861.52,11,20187.63,209,13,116,14,11,0.398,0.316
CUST_002923,52245.65,61,3439.49,309,15,34,26,95,0.151,0.294
CUST_002924,57243.44,44,6207.44,295,13,45,188,88,0.461,0.212
CUST_002925,63845.84,121,6234.93,193,17,83,195,63,0.951,0.26
CUST_002926,71436.79,68,21961.48,67,8,65,111,57,0.802,0.28
CUST_002927,55195.66,25,5135.64,113,9,43,81,50,0.206,0.198
CUST_002928,69584.65,176,19716.63,219,9,25,47,28,0.391,0.238
CUST_002929,180716.11,160,11652.8,219,8,41,7,18,0.928,0.339
CUST_002930,119349.9,84,24977.45,217,16,76,133,85,0.124,0.125
CUST_002931,110018.98,114,21009.47,236,20,29,190,87,0.254,0.209
CUST_002932,43526.37,223,18544.64,297,7,115,117,96,0.262,0.003
CUST_002933,32129.55,132,21794.01,93,17,31,83,99,0.571,0.275
CUST_002934,116857.48,246,15923.95,252,7,35,1,44,0.411,0.078
CUST_002935,110551.06,166,21122.58,356,6,18,149,53,0.08,0.192
CUST_002936,167857.3,245,6675.95,214,5,21,117,79,0.629,0.084
CUST_002937,39230.65,191,2623.04,257,17,64,20,65,0.099,0.009
CUST_002938,50986.49,175,15475.11,346,8,56,133,71,0.606,0.193
CUST_002939,19003.17,1,10980.32,239,1,10,122,12,0.507,0.17
CUST_002940,45491.02,131,10775.73,314,16,25,95,93,0.494,0.17
CUST_002941,120282.61,229,13263.35,213,17,47,197,64,0.067,0.084
CUST_002942,43193.84,86,9162.29,97,3,18,12,11,0.639,0.379
CUST_002943,93745.21,62,15726.28,15,13,82,0,70,0.431,0.001
CUST_002944,52399.26,64,958.1,153,8,11,149,13,0.411,0.357
