Transaction_ID,Amount,Time_Gap_Minutes,Customer_Age,Transactions_Per_Day,Channel,Merchant_Category,Location
T003476,1213.11,8.79,41,2,Web,Grocery,Bengaluru
T003477,1586.86,10.85,18,1,Mobile,Bills,Mumbai
T003478,1200.03,28.37,24,2,POS,Food,Hyderabad
T003479,1248.43,17.09,29,4,Mobile,Food,Hyderabad
T003480,1195.72,27.04,48,4,Web,Retail,Bengaluru
T003481,1455.33,24.42,58,5,Mobile,Bills,Pune
T003482,1218.81,22.52,20,4,Mobile,Grocery,Bengaluru
T003483,1481.59,17.02,39,1,Mobile,Bills,Hyderabad
T003484,1647.45,16.01,26,7,Mobile,Retail,Pune
T003485,1662.83,16.98,50,3,Mobile,Retail,Bengaluru
T003486,1489.51,25.71,59,1,Mobile,Grocery,Bengaluru
T003487,1451.5,7.16,21,6,POS,Grocery,Hyderabad
T003488,2047.39,15.85,55,6,Web,Food,Mumbai
T003489,1406.37,22.66,26,5,Mobile,Food,Mumbai
T003490,1918.97,22.02,45,3,Mobile,Bills,Pune
T003491,1429.06,16.48,52,3,Mobile,Retail,Hyderabad
T003492,1455.21,15.41,26,3,Web,Grocery,Hyderabad
T003493,1186.84,14.65,45,5,POS,Grocery,Bengaluru
T003494,1437.62,15.74,36,6,Mobile,Retail,Bengaluru
T003495,1920.75,15.56,46,1,Mobile,Grocery,Bengaluru
T003496,1384.54,21.42,26,3,POS,Grocery,Pune
T003497,1542.58,13.27,24,7,Web,Food,Pune
T003498,1312.74,21.09,31,1,Mobile,Retail,Bengaluru
T003499,1268.15,20.73,50,1,Mobile,Grocery,Bengaluru
T003500,1651.49,12.38,58,4,Web,Retail,Bengaluru
T003501,1821.83,28.99,53,5,Web,Food,Pune
T003502,1894.47,15.53,55,4,POS,Retail,Pune
T003503,991.62,15.96,55,6,POS,Retail,Bengaluru
T003504,1379.02,23.86,19,5,POS,Food,Mumbai
T003505,2026.35,7.54,58,3,Web,Grocery,Hyderabad
T003506,1744.33,6.23,46,6,Mobile,Grocery,Bengaluru
T003507,1448.13,26.96,21,6,POS,Retail,Hyderabad
T003508,1217.78,23.79,59,4,Web,Retail,Mumbai
T003509,1567.64,19.49,39,4,Web,Food,Hyderabad
T003510,851.28,21.0,31,6,POS,Food,Hyderabad
T003511,1164.54,17.12,27,1,Mobile,Bills,Hyderabad
T003512,884.31,22.54,18,5,Mobile,Bills,Bengaluru
T003513,1790.25,20.77,53,1,Mobile,Bills,Pune
T003514,1246.76,9.86,20,2,Mobile,Bills,Bengaluru
T003515,1665.13,25.49,20,7,Mobile,Food,Mumbai
T003516,1579.49,19.78,25,1,Mobile,Retail,Bengaluru
T003517,1607.32,20.74,25,2,Mobile,Food,Mumbai
T003518,1781.54,25.42,52,2,Mobile,Retail,Hyderabad
T003519,1238.46,17.33,32,3,Web,Bills,Mumbai
T003520,1436.32,22.99,48,3,Mobile,Retail,Pune
T003521,1644.43,16.37,55,5,Mobile,Grocery,Pune
T003522,737.6,18.9,50,6,Mobile,Grocery,Pune
T003523,1750.13,17.97,21,2,Mobile,Bills,Hyderabad
T003524,1084.53,24.77,45,7,Mobile,Food,Bengaluru
T003525,1448.81,26.68,39,2,Web,Retail,Hyderabad
T003526,1535.06,17.86,54,2,Mobile,Retail,Mumbai
T003527,1073.88,13.54,51,1,Web,Bills,Bengaluru
T003528,1587.22,23.33,53,7,POS,Retail,Mumbai
T003529,966.8,20.9,18,4,Mobile,Grocery,Mumbai
T003530,1428.64,23.58,24,1,Mobile,Bills,Mumbai
T003531,1912.09,16.29,37,1,Web,Bills,Hyderabad
T003532,1852.42,19.66,36,6,Web,Grocery,Bengaluru
T003533,1244.13,15.34,21,5,Mobile,Retail,Bengaluru
T003534,1233.91,26.74,49,5,Mobile,Grocery,Pune
T003535,1961.68,23.24,18,4,Mobile,Bills,Hyderabad
T003536,1088.78,17.63,47,6,Mobile,Bills,Bengaluru
T003537,1216.58,15.97,55,2,Mobile,Grocery,Pune
T003538,1405.59,21.26,42,7,Web,Bills,Hyderabad
T003539,1207.67,29.61,20,3,Web,Retail,Hyderabad
T003540,2348.89,19.6,25,1,Web,Retail,Pune
T003541,1136.62,23.88,21,7,POS,Food,Pune
T003542,1333.4,19.51,49,6,Mobile,Grocery,Hyderabad
T003543,2135.75,25.71,19,1,Mobile,Food,Pune
T003544,1148.48,17.96,40,7,Web,Retail,Hyderabad
T003545,1750.74,22.85,20,6,Web,Bills,Mumbai
T003546,1256.52,15.3,18,2,POS,Bills,Mumbai
T003547,1624.58,31.45,29,2,Web,Grocery,Hyderabad
T003548,1105.92,13.79,53,5,Mobile,Food,Bengaluru
T003549,1779.12,20.07,43,6,Web,Retail,Pune
T003550,1528.25,31.7,41,3,Web,Bills,Hyderabad
T003551,1407.49,22.63,45,6,Mobile,Retail,Hyderabad
T003552,1153.0,15.6,54,1,POS,Bills,Hyderabad
T003553,1569.2,20.64,55,6,POS,Bills,Mumbai
T003554,1469.27,30.4,31,2,Mobile,Food,Pune
T003555,1483.06,17.47,40,2,POS,Retail,Pune
T003556,716.07,12.78,47,2,Mobile,Bills,Pune
T003557,1725.6,20.37,25,7,Mobile,Grocery,Pune
T003558,1080.99,28.36,19,6,Mobile,Bills,Mumbai
T003559,826.09,19.09,57,1,Web,Bills,Pune
T003560,1398.91,16.02,24,3,Mobile,Grocery,Bengaluru
T003561,1717.39,23.33,32,4,Web,Grocery,Hyderabad
T003562,1496.64,21.22,49,1,Web,Grocery,Bengaluru
T003563,1289.1,26.9,24,7,POS,Food,Mumbai
T003564,979.11,21.0,56,7,Web,Grocery,Pune
T003565,899.48,29.45,37,3,Mobile,Bills,Pune
T003566,1234.81,28.07,34,3,Web,Grocery,Mumbai
T003567,1480.32,19.53,25,1,Web,Grocery,Hyderabad
T003568,1793.0,19.36,54,7,Mobile,Grocery,Hyderabad
T003569,1312.66,18.93,25,1,POS,Bills,Bengaluru
T003570,1931.64,25.99,41,5,Mobile,Retail,Bengaluru
T003571,1754.92,23.92,20,7,Mobile,Bills,Mumbai
T003572,1367.75,20.8,25,2,Web,Food,Pune
T003573,1635.37,15.69,58,2,Mobile,Retail,Mumbai
T003574,1412.72,14.35,44,5,Mobile,Bills,Bengaluru
T003575,994.7,17.59,24,6,POS,Food,Bengaluru
T003576,1888.22,16.95,37,4,Web,Grocery,Bengaluru
T003577,1487.83,18.58,20,6,Web,Grocery,Bengaluru
T003578,1527.93,21.63,41,3,Mobile,Retail,Mumbai
T003579,2162.71,26.84,36,5,Mobile,Bills,Bengaluru
T003580,1645.78,20.99,24,4,Web,Grocery,Bengaluru
T003581,2350.41,26.83,34,1,Mobile,Food,Pune
T003582,1556.7,18.59,32,1,Web,Grocery,Mumbai
T003583,985.08,18.9,19,2,Web,Grocery,Pune
T003584,1146.22,21.0,46,6,POS,Food,Pune
T003585,1505.61,25.55,21,6,Web,Bills,Bengaluru
T003586,1932.69,20.34,51,7,Mobile,Bills,Pune
T003587,1434.24,22.15,38,1,Web,Grocery,Pune
T003588,1567.79,14.51,29,3,Web,Grocery,Bengaluru
T003589,1420.01,15.19,30,5,Mobile,Retail,Bengaluru
T003590,2016.32,17.56,49,7,Mobile,Bills,Pune
T003591,1715.47,19.11,31,6,Mobile,Retail,Bengaluru
T003592,1481.49,22.8,35,6,Mobile,Bills,Mumbai
T003593,1787.65,28.29,31,5,Web,Food,Mumbai
T003594,1475.6,19.81,48,7,POS,Food,Mumbai
T003595,2257.52,9.18,19,6,Mobile,Food,Hyderabad
T003596,1715.76,23.32,58,7,POS,Food,Bengaluru
T003597,1109.35,16.52,45,2,POS,Bills,Mumbai
T003598,2148.72,27.45,58,2,Mobile,Retail,Hyderabad
T003599,1530.63,11.1,21,4,Mobile,Grocery,Bengaluru
T003600,2051.9,15.81,29,5,Web,Grocery,Pune
T003601,1454.67,36.08,25,6,Mobile,Grocery,Hyderabad
T003602,1488.63,16.75,39,2,Mobile,Retail,Bengaluru
T003603,1728.37,23.41,43,1,Mobile,Bills,Bengaluru
T003604,1157.68,17.62,26,4,Web,Retail,Mumbai
T003605,1894.82,15.92,49,3,Mobile,Food,Pune
T003606,1664.96,22.32,49,3,Mobile,Bills,Hyderabad
T003607,1382.64,20.61,31,7,POS,Food,Mumbai
T003608,1989.68,23.1,25,6,Mobile,Grocery,Mumbai
T003609,1189.78,18.12,31,6,Mobile,Grocery,Pune
T003610,1603.1,29.45,38,7,Mobile,Retail,Hyderabad
T003611,1543.6,22.27,53,2,Web,Food,Hyderabad
T003612,1949.89,25.49,58,2,Mobile,Retail,Pune
T003613,1673.86,14.21,56,4,Web,Grocery,Hyderabad
T003614,1872.53,22.26,40,4,Web,Food,Mumbai
T003615,1100.96,16.01,38,1,Web,Retail,Pune
T003616,1398.03,18.42,43,7,POS,Retail,Pune
T003617,1081.38,13.53,47,2,POS,Food,Mumbai
T003618,1299.55,12.06,36,2,POS,Food,Hyderabad
T003619,1044.68,24.06,53,2,Mobile,Retail,Mumbai
T003620,1544.83,15.92,46,5,Mobile,Grocery,Mumbai
T003621,1494.35,18.41,36,2,Mobile,Food,Hyderabad
T003622,1510.74,23.03,54,4,Mobile,Food,Hyderabad
T003623,1279.74,11.09,24,6,POS,Food,Hyderabad
T003624,1545.17,21.53,38,1,POS,Bills,Bengaluru
T003625,1432.69,22.72,52,3,Mobile,Grocery,Mumbai
T003626,2005.15,21.06,46,1,Mobile,Food,Mumbai
T003627,1619.57,18.54,40,7,POS,Bills,Hyderabad
T003628,1767.6,20.88,56,3,POS,Food,Pune
T003629,1461.94,13.13,42,6,Web,Food,Hyderabad
T003630,829.29,19.83,51,5,Mobile,Food,Hyderabad
T003631,1785.59,8.48,57,3,Mobile,Retail,Pune
T003632,1186.77,26.9,20,1,Mobile,Grocery,Mumbai
T003633,1424.82,22.21,22,2,Mobile,Grocery,Hyderabad
T003634,1256.43,17.29,38,3,Mobile,Bills,Mumbai
T003635,1933.94,16.12,57,3,POS,Grocery,Mumbai
T003636,1525.57,19.9,45,6,Mobile,Bills,Hyderabad
T003637,1563.43,14.49,39,5,POS,Food,Hyderabad
T003638,1701.27,20.46,29,2,Web,Retail,Mumbai
T003639,1119.97,24.4,47,2,Mobile,Retail,Hyderabad
T003640,1229.71,18.04,34,1,Mobile,Bills,Mumbai
T003641,1098.82,19.47,19,3,Mobile,Grocery,Bengaluru
T003642,1292.75,15.07,48,4,Mobile,Food,Hyderabad
T003643,1560.25,22.6,38,5,POS,Food,Hyderabad
T003644,1782.84,30.77,43,7,Web,Grocery,Bengaluru
T003645,1611.08,21.26,29,2,Mobile,Bills,Pune
T003646,1208.46,26.64,54,7,Web,Retail,Hyderabad
T003647,1006.76,22.24,49,4,POS,Retail,Pune
T003648,1575.58,20.84,39,2,Web,Retail,Hyderabad
T003649,1881.66,17.89,39,2,POS,Food,Hyderabad
T003650,1627.38,18.82,44,4,Mobile,Bills,Mumbai
T003651,1399.03,13.8,49,3,Mobile,Grocery,Pune
T003652,1906.34,12.49,54,7,Mobile,Food,Bengaluru
T003653,1456.37,15.34,34,3,Mobile,Grocery,Pune
T003654,1796.23,23.61,57,1,Mobile,Food,Hyderabad
T003655,1874.81,19.34,35,5,Web,Food,Pune
T003656,1650.92,25.94,59,6,Web,Bills,Pune
T003657,1640.88,23.25,54,2,Web,Food,Pune
T003658,1275.15,27.19,40,7,Web,Retail,Hyderabad
T003659,1273.93,25.13,40,4,Mobile,Bills,Mumbai
T003660,1179.4,19.74,42,6,POS,Bills,Pune
T003661,1100.13,22.44,42,1,POS,Retail,Mumbai
T003662,1822.0,24.55,41,3,Mobile,Bills,Hyderabad
T003663,1387.28,22.36,23,2,POS,Grocery,Bengaluru
T003664,1478.62,20.78,54,3,Web,Grocery,Bengaluru
T003665,1113.75,6.68,37,4,Web,Bills,Mumbai
T003666,1617.64,23.85,57,2,Mobile,Retail,Pune
T003667,1596.27,17.83,42,6,Mobile,Food,Hyderabad
T003668,1638.84,18.17,34,3,Web,Retail,Bengaluru
T003669,1666.99,21.22,50,7,Mobile,Grocery,Hyderabad
T003670,1592.04,11.43,30,6,Web,Food,Hyderabad
T003671,1531.76,10.74,50,7,Web,Grocery,Bengaluru
T003672,1226.01,22.81,58,6,POS,Bills,Pune
T003673,945.78,17.57,21,3,Web,Food,Hyderabad
T003674,1377.88,15.29,28,2,Mobile,Grocery,Pune
T003675,1637.05,21.23,57,4,Mobile,Grocery,Bengaluru
T003676,1320.28,26.71,58,5,Mobile,Grocery,Bengaluru
T003677,1463.88,20.62,54,7,POS,Bills,Bengaluru
T003678,1386.66,28.8,25,5,Web,Grocery,Hyderabad
T003679,1828.75,16.53,21,1,Mobile,Food,Mumbai
T003680,1237.29,25.42,50,6,Mobile,Bills,Pune
T003681,1688.84,28.41,55,4,Mobile,Bills,Mumbai
T003682,1225.04,12.18,54,7,Mobile,Bills,Hyderabad
T003683,1325.35,11.2,20,7,Mobile,Bills,Hyderabad
T003684,2054.01,21.88,42,6,Mobile,Grocery,Hyderabad
T003685,1659.14,22.76,34,5,Mobile,Retail,Bengaluru
T003686,1702.5,8.08,54,7,Mobile,Food,Mumbai
T003687,1159.38,23.07,21,2,Web,Grocery,Mumbai
T003688,1029.39,22.38,38,5,Mobile,Grocery,Hyderabad
T003689,1031.0,20.49,23,1,Mobile,Grocery,Mumbai
T003690,1648.72,28.38,18,6,Mobile,Retail,Mumbai
T003691,2124.87,15.72,21,3,Mobile,Bills,Bengaluru
T003692,1823.22,28.75,38,1,Mobile,Grocery,Bengaluru
T003693,1679.93,23.25,18,1,Mobile,Food,Mumbai
T003694,1205.31,17.78,59,4,Web,Retail,Bengaluru
T003695,2071.27,25.91,28,4,Mobile,Bills,Pune
T003696,1309.0,19.08,40,7,Mobile,Retail,Hyderabad
T003697,1309.7,12.22,37,1,POS,Food,Mumbai
T003698,1713.22,11.21,24,3,Mobile,Food,Pune
T003699,1951.5,20.55,33,6,Mobile,Bills,Pune
T003700,1834.58,23.34,54,5,Mobile,Bills,Bengaluru
T003701,1552.0,19.59,21,6,Mobile,Retail,Pune
T003702,1419.25,24.14,44,4,Mobile,Food,Hyderabad
T003703,1787.87,21.06,56,6,POS,Food,Mumbai
T003704,831.34,14.82,18,4,Mobile,Bills,Hyderabad
T003705,1738.2,22.72,20,5,Web,Grocery,Pune
T003706,1469.01,22.7,56,4,Web,Retail,Pune
T003707,1499.12,17.7,44,1,Mobile,Grocery,Hyderabad
T003708,1765.17,22.09,38,3,Mobile,Food,Bengaluru
T003709,895.02,25.73,32,5,Mobile,Bills,Mumbai
T003710,1507.66,26.14,56,2,Mobile,Retail,Mumbai
T003711,1306.83,16.57,53,1,POS,Retail,Hyderabad
T003712,1373.25,12.2,40,1,Mobile,Bills,Mumbai
T003713,1534.65,20.85,54,6,Mobile,Grocery,Hyderabad
T003714,1222.07,19.63,34,3,Web,Food,Mumbai
T003715,1307.17,17.61,36,5,Web,Retail,Mumbai
T003716,1481.55,12.63,36,5,Web,Grocery,Bengaluru
T003717,1091.37,16.81,46,4,Mobile,Food,Mumbai
T003718,1732.63,19.0,49,1,POS,Food,Hyderabad
T003719,1559.42,24.2,18,2,POS,Food,Mumbai
T003720,1455.2,16.19,40,2,Web,Retail,Hyderabad
T003721,1482.7,22.54,37,1,POS,Grocery,Pune
T003722,1706.74,12.96,43,3,POS,Grocery,Mumbai
T003723,1437.38,21.16,28,3,Mobile,Retail,Bengaluru
T003724,1491.86,23.96,31,4,Mobile,Grocery,Pune
T003725,1481.45,28.36,46,7,Web,Retail,Mumbai
T003726,1042.19,11.02,37,4,Mobile,Food,Pune
T003727,1889.25,24.28,32,6,Mobile,Retail,Hyderabad
T003728,1501.48,4.65,45,4,Mobile,Bills,Bengaluru
T003729,1453.39,19.76,37,7,Mobile,Food,Mumbai
T003730,1399.19,26.92,40,3,Mobile,Retail,Hyderabad
T003731,1339.6,6.76,56,3,Mobile,Grocery,Bengaluru
T003732,2000.31,20.69,58,4,Mobile,Food,Pune
T003733,1540.96,21.22,32,1,Mobile,Bills,Mumbai
T003734,1628.45,20.29,19,5,Web,Bills,Mumbai
T003735,1392.63,18.47,19,1,Mobile,Bills,Pune
T003736,1435.01,12.16,24,4,Web,Grocery,Hyderabad
T003737,2237.67,14.29,22,5,POS,Bills,Hyderabad
T003738,1182.48,18.38,19,2,Mobile,Retail,Bengaluru
T003739,1326.52,15.72,47,7,POS,Retail,Mumbai
T003740,1442.04,17.01,38,6,POS,Food,Hyderabad
T003741,1180.97,19.11,42,5,Web,Retail,Hyderabad
T003742,1493.67,24.44,38,7,POS,Bills,Hyderabad
T003743,1472.4,20.72,53,7,POS,Bills,Hyderabad
T003744,1617.91,22.01,21,4,Web,Bills,Bengaluru
T003745,1082.06,19.3,47,1,POS,Retail,Pune
T003746,1486.46,32.3,59,5,POS,Bills,Pune
T003747,1547.85,19.73,55,1,POS,Food,Mumbai
T003748,1453.65,20.42,53,5,POS,Bills,Bengaluru
T003749,1892.4,18.32,26,6,Mobile,Retail,Mumbai
T003750,1148.7,16.67,44,7,Mobile,Retail,Bengaluru
T003751,1279.06,28.23,44,3,Mobile,Grocery,Bengaluru
T003752,1339.19,21.11,22,6,Mobile,Bills,Pune
T003753,1742.65,21.25,50,4,POS,Retail,Mumbai
T003754,1687.89,28.27,24,2,Web,Food,Mumbai
T003755,1488.8,14.62,29,6,Mobile,Retail,Bengaluru
T003756,1335.31,12.94,49,7,Mobile,Bills,Mumbai
T003757,960.14,19.7,50,5,Web,Bills,Mumbai
T003758,1365.62,19.32,18,1,Mobile,Grocery,Mumbai
T003759,761.53,18.59,43,5,POS,Retail,Pune
T003760,1393.16,26.97,41,5,Mobile,Food,Mumbai
T003761,1249.87,16.61,33,4,Web,Food,Bengaluru
T003762,1318.06,20.94,36,4,Mobile,Food,Pune
T003763,749.6,32.95,53,5,Mobile,Retail,Bengaluru
T003764,1797.33,15.67,49,4,Web,Retail,Mumbai
T003765,1678.75,21.89,55,4,Mobile,Bills,Bengaluru
T003766,862.11,14.56,31,7,POS,Retail,Hyderabad
T003767,1788.91,21.44,34,1,Web,Bills,Hyderabad
T003768,1297.28,24.11,26,6,POS,Grocery,Pune
T003769,2288.16,18.69,30,1,POS,Grocery,Hyderabad
T003770,2038.6,24.56,22,5,Mobile,Food,Hyderabad
T003771,1342.08,11.18,22,7,POS,Bills,Mumbai
T003772,1530.57,15.4,34,7,Mobile,Bills,Pune
T003773,1621.45,24.04,35,5,POS,Grocery,Pune
T003774,1193.49,26.93,30,1,Mobile,Grocery,Hyderabad
T003775,1550.89,20.02,26,3,Mobile,Grocery,Mumbai
T003776,1574.28,25.58,37,2,Web,Food,Hyderabad
T003777,1461.42,19.88,36,6,POS,Retail,Mumbai
T003778,1198.09,25.86,20,7,Web,Grocery,Hyderabad
T003779,1471.78,21.29,55,3,Mobile,Bills,Pune
T003780,1033.47,23.19,43,1,POS,Grocery,Bengaluru
T003781,2189.38,14.81,25,5,Mobile,Retail,Bengaluru
T003782,1773.47,15.35,39,5,Mobile,Food,Bengaluru
T003783,1437.94,18.24,20,2,Web,Bills,Mumbai
T003784,1401.93,15.61,30,3,POS,Retail,Hyderabad
T003785,1386.98,13.93,50,5,POS,Food,Pune
T003786,1016.46,11.94,39,2,Web,Grocery,Bengaluru
T003787,898.63,17.64,38,1,POS,Retail,Hyderabad
T003788,1582.11,22.0,57,7,Mobile,Food,Hyderabad
T003789,1990.77,22.14,34,6,Mobile,Food,Pune
T003790,1488.73,16.0,58,7,Mobile,Grocery,Hyderabad
T003791,1154.98,14.93,35,7,Mobile,Retail,Pune
T003792,1897.87,24.25,36,5,Mobile,Retail,Bengaluru
T003793,1426.7,23.82,35,7,Web,Bills,Hyderabad
T003794,1601.18,18.21,54,6,Mobile,Retail,Mumbai
T003795,1287.94,16.4,18,2,Mobile,Grocery,Mumbai
T003796,1270.96,15.46,58,3,Mobile,Grocery,Bengaluru
T003797,1757.44,13.76,37,4,POS,Retail,Bengaluru
T003798,1513.43,28.3,23,7,Web,Retail,Mumbai
T003799,1840.09,22.42,21,3,Mobile,Retail,Bengaluru
T003800,1560.73,22.65,38,6,Mobile,Grocery,Hyderabad
T003801,2042.12,27.43,39,7,Mobile,Food,Mumbai
T003802,1361.79,20.07,48,4,Mobile,Bills,Pune
T003803,1746.33,18.16,59,1,Mobile,Retail,Hyderabad
T003804,1651.99,21.28,41,6,Mobile,Grocery,Hyderabad
T003805,1285.03,11.74,59,6,POS,Food,Bengaluru
T003806,945.45,23.13,57,7,Web,Grocery,Pune
T003807,1936.16,21.55,32,3,Mobile,Food,Hyderabad
T003808,1472.13,21.15,32,7,Web,Bills,Bengaluru
T003809,1599.14,25.03,42,4,Mobile,Food,Bengaluru
T003810,1150.79,22.84,54,6,Mobile,Food,Pune
T003811,1528.97,18.86,43,4,POS,Food,Mumbai
T003812,1719.52,18.8,55,5,POS,Food,Pune
T003813,2090.91,16.97,58,5,Mobile,Food,Mumbai
T003814,1277.95,22.51,50,3,Web,Bills,Pune
T003815,1267.64,27.35,43,2,Mobile,Grocery,Bengaluru
T003816,972.77,26.41,25,6,Web,Retail,Bengaluru
T003817,1046.32,21.84,26,2,Mobile,Retail,Hyderabad
T003818,1436.19,20.53,39,4,Mobile,Food,Pune
T003819,1893.72,21.53,49,6,Mobile,Food,Hyderabad
T003820,2369.14,25.37,21,1,POS,Food,Bengaluru
T003821,1387.6,31.29,24,7,POS,Retail,Hyderabad
T003822,1679.33,25.28,46,4,Web,Bills,Hyderabad
T003823,1192.3,10.41,25,1,Mobile,Food,Bengaluru
T003824,1158.86,30.01,55,5,POS,Bills,Mumbai
T003825,2335.83,18.59,53,3,Web,Retail,Pune
T003826,1168.15,27.38,54,5,Mobile,Retail,Mumbai
T003827,1566.04,22.49,33,5,Web,Bills,Hyderabad
T003828,909.16,17.77,59,3,Mobile,Food,Pune
T003829,1499.1,22.06,32,6,Mobile,Retail,Bengaluru
T003830,1299.12,20.05,59,3,POS,Food,Hyderabad
T003831,1424.83,12.52,50,4,Web,Grocery,Bengaluru
T003832,1506.33,12.75,36,2,Web,Grocery,Bengaluru
T003833,942.04,20.15,43,7,Mobile,Retail,Pune
T003834,1216.56,13.4,57,6,Mobile,Food,Bengaluru
T003835,2285.42,20.37,54,4,Web,Retail,Pune
T003836,1599.85,21.61,18,7,Web,Retail,Bengaluru
T003837,1768.83,14.73,30,5,Mobile,Retail,Bengaluru
T003838,1734.71,14.3,22,7,Mobile,Food,Mumbai
T003839,1909.07,20.28,20,3,Mobile,Food,Hyderabad
T003840,1250.75,18.25,33,5,Mobile,Retail,Pune
T003841,1545.8,16.18,49,6,Web,Bills,Mumbai
T003842,1332.19,14.86,19,3,Web,Retail,Mumbai
T003843,1534.58,17.19,36,4,Mobile,Food,Bengaluru
T003844,1833.76,10.57,57,3,POS,Retail,Pune
T003845,1810.67,19.2,41,3,POS,Food,Hyderabad
T003846,1711.03,20.27,56,2,POS,Bills,Hyderabad
T003847,1442.55,23.41,58,6,Mobile,Bills,Hyderabad
T003848,1295.43,26.69,47,2,Mobile,Bills,Pune
T003849,1221.42,16.4,40,3,POS,Bills,Mumbai
T003850,1214.39,15.75,34,4,Mobile,Grocery,Mumbai
T003851,1264.36,25.12,40,6,Mobile,Retail,Bengaluru
T003852,974.02,19.0,30,5,Mobile,Grocery,Pune
T003853,1633.72,24.11,34,6,Web,Bills,Mumbai
T003854,615.2,15.83,22,1,Mobile,Bills,Mumbai
T003855,1894.88,16.45,37,5,POS,Bills,Pune
T003856,2280.17,20.59,34,5,POS,Grocery,Pune
T003857,1219.27,20.26,30,2,Mobile,Grocery,Mumbai
T003858,1901.03,25.92,39,7,Mobile,Grocery,Pune
T003859,728.43,14.6,54,3,Mobile,Food,Mumbai
T003860,1499.6,24.65,53,2,Web,Retail,Hyderabad
T003861,1255.93,18.5,21,7,Mobile,Bills,Pune
T003862,1652.03,20.66,18,6,Web,Grocery,Hyderabad
T003863,890.4,15.73,24,7,POS,Grocery,Hyderabad
T003864,1528.01,27.01,26,3,Web,Grocery,Pune
T003865,1555.71,13.8,33,4,Mobile,Bills,Bengaluru
T003866,1804.74,21.23,57,5,Web,Grocery,Hyderabad
T003867,2383.18,13.99,27,5,Web,Bills,Bengaluru
T003868,2112.99,8.32,50,1,POS,Food,Hyderabad
T003869,1793.46,23.57,32,5,Mobile,Grocery,Hyderabad
T003870,1472.05,15.22,21,2,Mobile,Grocery,Bengaluru
T003871,938.0,19.78,27,5,POS,Retail,Bengaluru
T003872,1464.53,13.91,59,1,Web,Food,Hyderabad
T003873,1883.72,17.24,18,3,Mobile,Grocery,Hyderabad
T003874,1198.85,20.62,28,7,Mobile,Grocery,Bengaluru
T003875,1461.55,19.78,53,4,Web,Bills,Mumbai
T003876,1448.01,20.65,30,4,Web,Retail,Pune
T003877,872.92,15.14,26,1,Mobile,Retail,Mumbai
T003878,1730.88,20.76,55,3,Mobile,Grocery,Hyderabad
T003879,1493.3,23.51,46,2,Mobile,Grocery,Pune
T003880,1151.14,24.01,25,7,Web,Food,Pune
T003881,1544.39,14.87,54,3,POS,Food,Hyderabad
T003882,1372.72,18.24,34,1,Web,Bills,Pune
T003883,2113.73,18.67,38,2,Mobile,Bills,Pune
T003884,1713.95,21.25,23,6,Mobile,Grocery,Mumbai
T003885,1292.21,18.0,30,7,Web,Food,Pune
T003886,1533.28,14.94,32,5,Mobile,Food,Hyderabad
T003887,2235.32,19.83,39,5,Mobile,Retail,Mumbai
T003888,885.0,23.81,19,7,Mobile,Bills,Mumbai
T003889,1796.12,11.29,57,4,Mobile,Food,Hyderabad
T003890,1689.06,17.89,47,5,Mobile,Food,Hyderabad
T003891,1412.52,22.0,33,6,Mobile,Grocery,Hyderabad
T003892,1238.26,24.95,46,6,Web,Food,Mumbai
T003893,1764.78,17.14,51,5,Mobile,Bills,Hyderabad
T003894,1548.77,16.83,23,5,POS,Grocery,Hyderabad
T003895,1834.65,14.9,40,4,POS,Retail,Mumbai
T003896,1391.56,15.14,52,2,Mobile,Retail,Bengaluru
T003897,1278.31,21.11,51,4,Web,Grocery,Pune
T003898,1394.09,16.04,30,5,POS,Grocery,Mumbai
T003899,1218.62,23.99,49,4,Mobile,Bills,Mumbai
T003900,1401.92,17.21,39,4,Mobile,Grocery,Bengaluru
T003901,1504.78,21.26,26,4,Web,Retail,Hyderabad
T003902,1779.69,16.52,48,1,Mobile,Retail,Mumbai
T003903,1289.84,21.86,54,7,Mobile,Food,Mumbai
T003904,1774.67,24.84,57,7,Mobile,Bills,Mumbai
T003905,1243.29,15.55,52,6,Mobile,Bills,Hyderabad
T003906,1075.15,12.73,56,7,Web,Bills,Bengaluru
T003907,1184.47,21.47,55,5,Mobile,Grocery,Bengaluru
T003908,1741.28,19.2,47,2,Mobile,Food,Pune
T003909,1484.26,14.37,41,3,Web,Bills,Pune
T003910,1517.9,14.71,26,2,Web,Food,Hyderabad
T003911,1552.35,14.27,49,3,Mobile,Food,Pune
T003912,976.62,11.88,26,3,Mobile,Food,Hyderabad
T003913,2406.29,20.72,34,7,Web,Grocery,Bengaluru
T003914,1187.28,19.5,20,7,Mobile,Food,Mumbai
T003915,1909.9,18.46,57,2,Web,Bills,Pune
T003916,1824.03,19.59,53,4,Mobile,Bills,Mumbai
T003917,737.97,19.87,32,3,POS,Grocery,Pune
T003918,939.24,21.27,47,7,POS,Bills,Hyderabad
T003919,1493.09,18.43,58,5,Mobile,Bills,Bengaluru
T003920,1984.51,25.43,25,4,Web,Bills,Hyderabad
T003921,2303.32,29.1,45,2,Mobile,Food,Hyderabad
T003922,1375.08,7.61,52,4,Mobile,Retail,Hyderabad
T003923,1295.73,18.03,54,4,POS,Retail,Pune
T003924,1636.45,18.18,37,5,POS,Food,Bengaluru
