session_duration_sec,avg_latency_ms,packet_loss_percent,signal_strength_dbm,throughput_mbps,jitter_ms,handover_count,connected_users,cpu_utilization_percent,issue_type
371,119,2.8,-73,31,21,3,292,91,1
295,179,4.23,-84,31,46,8,115,78,3
311,116,2.84,-72,53,17,4,275,90,1
415,19,0.17,-73,167,2,2,55,26,0
317,44,1.05,-101,69,4,6,81,53,2
361,57,1.29,-106,52,5,6,94,55,2
334,41,1.93,-100,76,4,3,100,54,2
291,25,0.36,-66,249,4,2,34,35,0
415,136,4.59,-80,22,30,8,138,70,3
380,175,7.79,-89,17,48,8,162,77,3
412,27,0.15,-74,175,2,2,25,45,0
280,26,0.02,-72,237,5,1,25,20,0
330,11,0.06,-68,226,3,0,26,42,0
431,115,6.25,-86,12,50,5,161,89,3
419,28,0.16,-74,217,5,2,21,31,0
254,58,1.01,-115,90,8,6,60,32,2
376,95,1.1,-71,29,26,6,265,95,1
339,60,1.02,-115,64,5,5,93,39,2
288,154,7.4,-87,15,35,7,173,67,3
288,161,7.88,-90,19,39,7,103,69,3
405,148,6.27,-87,28,40,4,103,86,3
420,19,0.14,-67,188,3,2,52,41,0
284,49,1.42,-112,67,6,5,40,46,2
407,95,3.47,-75,52,17,5,291,80,1
307,100,1.38,-75,39,19,3,269,88,1
253,34,0.93,-115,58,10,3,81,45,2
322,142,5.1,-83,30,47,9,144,76,3
377,108,1.44,-76,27,18,5,262,84,1
420,27,0.41,-75,169,2,1,67,34,0
471,97,1.22,-69,30,29,6,251,96,1
363,130,1.28,-76,38,18,7,275,85,1
306,127,6.52,-84,25,50,8,149,76,3
405,173,5.26,-81,20,43,6,165,82,3
307,178,5.57,-85,30,49,6,173,90,3
321,86,1.14,-78,24,17,3,237,98,1
305,87,1.04,-76,24,27,5,261,85,1
445,17,0.13,-70,244,2,2,59,39,0
385,97,1.9,-69,44,24,3,280,86,1
400,25,0.09,-68,180,2,2,28,28,0
370,41,0.92,-111,57,9,4,40,51,2
292,22,0.1,-71,192,2,2,52,29,0
354,37,1.88,-101,73,10,4,82,40,2
402,126,4.89,-88,12,46,5,103,69,3
422,125,1.46,-77,26,30,7,244,90,1
443,92,2.95,-78,46,26,7,267,81,1
321,140,7.53,-90,26,42,7,167,83,3
478,104,3.03,-68,46,27,6,199,86,1
406,39,0.5,-112,64,10,6,58,49,2
433,159,7.3,-78,19,50,9,175,86,3
303,21,0.27,-66,168,4,2,23,44,0
253,56,1.47,-112,65,10,4,84,48,2
363,25,0.34,-68,248,1,0,39,32,0
340,87,1.05,-77,33,30,7,292,98,1
393,37,0.8,-102,73,6,3,82,45,2
435,86,2.92,-69,57,26,7,281,98,1
324,100,1.76,-68,23,25,3,253,80,1
316,24,0.25,-68,151,3,0,35,22,0
421,19,0.25,-74,196,4,1,36,28,0
429,96,2.67,-78,31,28,4,250,78,1
377,87,1.75,-73,51,22,3,264,84,1
246,46,1.96,-120,59,4,4,75,31,2
309,111,3.01,-72,56,25,8,225,88,1
308,167,4.15,-86,16,39,8,155,68,3
328,165,7.55,-85,27,42,4,132,79,3
369,153,5.8,-81,14,49,8,157,65,3
422,170,6.69,-80,19,49,6,177,82,3
398,117,1.0,-74,50,25,6,254,90,1
313,118,6.55,-88,30,37,8,169,85,3
316,91,3.46,-73,55,20,7,198,98,1
288,168,6.12,-88,27,50,4,163,89,3
401,98,2.6,-71,49,18,5,233,86,1
494,119,2.51,-72,31,15,8,274,95,1
292,137,6.37,-83,31,41,4,154,77,3
312,21,0.19,-72,194,5,0,20,42,0
450,23,0.01,-68,179,4,2,60,22,0
333,144,6.51,-85,21,46,5,130,78,3
392,127,1.07,-78,60,21,8,191,96,1
293,35,1.26,-100,70,8,4,81,33,2
352,48,0.96,-106,65,5,6,97,31,2
315,168,6.56,-84,22,42,4,176,87,3
266,12,0.01,-72,235,4,2,48,41,0
285,21,0.21,-68,199,4,1,32,45,0
318,119,4.92,-86,27,50,7,164,71,3
336,29,0.24,-69,187,5,2,30,43,0
396,132,7.62,-88,32,36,6,152,80,3
300,44,0.81,-103,57,10,5,69,35,2
289,122,5.6,-90,20,44,5,175,83,3
431,95,2.19,-68,36,21,3,194,77,1
399,42,1.59,-103,62,9,4,68,42,2
369,144,7.33,-84,35,31,5,136,85,3
334,37,0.64,-113,73,5,6,96,46,2
449,28,0.49,-72,160,5,2,56,23,0
326,166,4.73,-84,12,46,5,127,68,3
379,83,3.22,-77,60,30,6,248,82,1
386,102,3.07,-69,21,29,6,247,89,1
322,111,6.05,-85,20,38,5,101,86,3
254,55,1.16,-114,84,8,2,75,45,2
307,109,3.46,-68,53,18,6,269,77,1
440,27,0.14,-66,221,1,2,26,45,0
287,118,5.27,-80,16,34,4,118,88,3
429,28,0.41,-73,207,2,1,21,21,0
365,18,0.22,-68,245,5,1,34,34,0
310,116,5.42,-81,18,32,4,124,67,3
323,157,4.07,-82,31,40,6,167,71,3
476,93,2.67,-69,33,24,8,262,95,1
279,37,1.7,-114,60,10,6,85,54,2
426,21,0.3,-69,174,5,0,32,23,0
281,47,1.88,-106,71,8,5,67,37,2
430,115,6.97,-88,20,32,6,144,66,3
427,15,0.31,-72,176,1,0,48,42,0
308,10,0.15,-69,249,1,0,57,42,0
353,36,1.55,-114,64,8,5,40,55,2
341,51,0.87,-115,90,5,2,100,50,2
359,132,7.56,-89,29,41,5,123,88,3
357,48,1.26,-113,77,5,2,90,49,2
275,23,0.14,-69,164,5,1,48,35,0
293,133,5.7,-86,34,33,6,118,88,3
414,57,0.71,-109,76,9,4,75,44,2
295,48,1.59,-117,66,5,4,86,53,2
465,95,1.88,-74,31,19,8,261,79,1
425,104,2.93,-77,57,18,4,213,88,1
431,112,7.01,-85,15,36,8,120,73,3
349,32,0.61,-105,82,8,3,67,36,2
371,80,1.93,-75,32,18,7,256,97,1
324,13,0.34,-74,227,3,1,43,35,0
376,119,6.48,-82,13,38,6,136,67,3
345,123,3.12,-70,20,19,5,214,79,1
360,122,4.52,-85,24,48,9,169,82,3
457,105,2.62,-74,50,15,4,187,89,1
310,47,1.83,-110,88,10,6,97,40,2
338,21,0.08,-70,174,5,1,48,30,0
485,94,2.36,-70,23,19,7,190,76,1
336,133,7.77,-84,21,45,5,113,90,3
376,15,0.01,-74,184,4,1,36,38,0
388,156,5.77,-84,24,47,5,101,73,3
253,45,1.93,-101,55,9,2,66,40,2
300,83,2.36,-72,22,25,8,290,86,1
221,52,0.69,-112,57,10,6,67,34,2
359,158,6.5,-85,25,47,6,113,79,3
364,152,4.58,-82,22,44,7,157,80,3
317,111,2.64,-74,21,22,5,252,91,1
308,33,0.99,-112,84,8,2,75,54,2
254,56,0.9,-103,76,8,4,93,50,2
386,42,1.17,-101,62,8,2,63,36,2
439,130,7.23,-84,16,43,7,146,84,3
335,115,3.06,-75,52,23,7,181,85,1
326,60,0.84,-106,88,9,4,84,48,2
269,42,1.22,-102,69,10,4,71,47,2
439,110,3.05,-77,56,27,7,289,97,1
387,26,0.03,-65,247,3,0,26,22,0
402,166,7.97,-90,13,33,4,159,72,3
316,91,2.06,-72,47,27,3,270,90,1
384,122,2.31,-70,29,17,6,195,75,1
385,48,1.27,-104,50,9,6,83,47,2
385,59,0.82,-104,60,10,5,52,53,2
409,44,1.3,-106,66,10,5,79,54,2
311,159,6.06,-81,21,44,8,159,74,3
354,53,0.77,-105,54,10,2,83,40,2
306,17,0.11,-75,204,5,1,50,40,0
323,118,1.76,-75,29,16,4,298,80,1
357,39,1.59,-113,63,4,3,93,41,2
410,179,7.1,-87,25,50,4,133,65,3
276,35,1.77,-109,53,9,3,88,50,2
396,121,1.38,-78,33,24,7,232,84,1
399,60,1.92,-109,80,4,4,42,48,2
379,30,0.28,-75,201,1,1,64,45,0
283,39,1.95,-113,64,6,4,46,48,2
389,24,0.25,-71,223,1,1,44,45,0
301,102,3.06,-69,39,23,6,278,83,1
333,118,5.5,-84,32,33,7,127,69,3
251,19,0.49,-67,194,3,2,68,40,0
389,94,3.24,-71,41,19,4,294,77,1
235,48,1.48,-112,51,4,2,94,30,2
318,41,1.77,-114,86,6,2,83,35,2
305,33,1.14,-117,85,7,4,74,55,2
392,177,4.23,-83,24,49,7,137,78,3
261,30,0.69,-107,62,6,3,51,51,2
296,27,0.34,-68,181,5,1,34,30,0
399,115,7.28,-85,29,49,6,160,90,3
482,95,2.54,-68,27,20,6,221,81,1
347,83,3.4,-69,49,21,3,271,87,1
403,125,4.73,-81,17,42,4,138,88,3
370,84,3.06,-72,33,20,6,290,82,1
300,166,4.32,-89,28,49,5,144,82,3
298,167,4.59,-78,23,36,8,136,82,3
403,107,2.29,-70,49,22,8,295,97,1
417,43,0.89,-105,83,8,5,83,43,2
326,151,5.76,-80,13,47,9,179,85,3
346,86,1.58,-74,45,26,7,210,85,1
351,140,4.43,-78,28,47,7,113,76,3
344,45,1.8,-104,72,8,5,40,44,2
446,120,7.59,-84,10,34,4,176,78,3
495,111,3.32,-70,42,15,8,269,85,1
283,12,0.1,-66,175,5,2,61,43,0
346,26,0.06,-70,216,5,2,23,31,0
413,48,1.74,-116,68,4,4,99,34,2
238,47,1.99,-100,67,6,4,54,51,2
224,53,1.29,-117,88,7,2,87,47,2
302,17,0.28,-71,166,4,2,65,42,0
286,151,7.77,-78,28,30,8,125,88,3
439,139,4.34,-86,24,43,6,170,83,3
448,25,0.47,-68,183,5,2,44,32,0
319,46,1.53,-118,68,9,3,94,41,2
306,43,1.77,-104,75,4,6,87,34,2
422,125,2.19,-78,24,21,4,281,96,1
340,60,1.54,-105,72,8,3,79,31,2
291,27,0.18,-65,158,1,1,26,30,0
433,22,0.3,-68,214,1,2,51,41,0
305,22,0.06,-68,173,2,2,65,36,0
457,87,1.47,-76,51,24,6,227,85,1
238,59,0.71,-105,51,8,6,91,30,2
256,41,1.9,-120,67,9,4,95,53,2
420,25,0.39,-73,164,4,0,49,31,0
363,21,0.39,-73,167,4,0,31,25,0
411,60,1.96,-116,51,10,3,45,40,2
251,13,0.34,-74,215,2,2,51,43,0
330,108,1.12,-69,35,20,5,268,75,1
310,12,0.18,-72,193,5,2,38,37,0
288,16,0.41,-65,203,2,0,23,36,0
461,83,2.28,-68,45,27,3,182,88,1
301,139,6.72,-79,14,31,4,179,89,3
381,128,2.26,-74,41,24,7,271,79,1
386,122,4.37,-82,27,35,9,166,80,3
337,85,1.23,-73,46,21,4,243,90,1
248,35,1.17,-108,76,9,4,79,45,2
440,85,1.82,-69,57,28,3,258,79,1
414,20,0.22,-73,244,1,1,55,39,0
445,130,6.56,-81,35,35,9,129,70,3
339,50,1.14,-107,86,9,5,87,38,2
322,84,3.43,-72,29,30,5,254,81,1
429,24,0.04,-68,228,4,1,68,34,0
382,43,0.52,-111,76,6,2,70,50,2
383,101,2.31,-78,30,25,3,288,93,1
284,162,5.28,-87,19,30,9,102,84,3
311,111,1.43,-70,35,30,7,189,90,1
387,45,0.56,-119,56,4,2,88,39,2
372,87,3.03,-77,32,24,6,181,91,1
384,111,4.39,-82,30,40,9,118,71,3
226,31,0.61,-105,75,8,6,81,53,2
402,171,6.98,-80,17,50,6,146,85,3
351,93,2.13,-73,36,21,3,296,83,1
445,165,5.43,-88,34,31,8,121,83,3
397,99,2.74,-78,34,30,6,185,90,1
404,35,1.95,-100,76,9,2,84,32,2
303,45,1.83,-113,64,6,6,81,34,2
431,136,7.69,-81,25,31,8,177,80,3
458,80,2.85,-78,57,21,7,205,92,1
364,146,7.1,-86,14,50,6,152,84,3
389,23,0.23,-75,246,5,1,70,25,0
321,121,2.14,-76,45,18,6,229,79,1
349,168,6.33,-85,22,34,9,160,89,3
222,35,1.62,-116,86,9,3,100,50,2
333,45,1.99,-108,62,6,5,61,38,2
235,30,1.84,-117,50,5,3,94,49,2
413,80,1.95,-76,39,20,4,281,77,1
257,59,0.61,-109,81,7,6,93,49,2
286,138,4.09,-81,35,32,9,130,86,3
343,37,0.5,-111,53,5,3,97,31,2
294,12,0.38,-68,236,3,2,42,40,0
378,104,2.47,-71,39,25,3,231,77,1
451,121,1.35,-73,38,27,8,256,94,1
255,34,1.29,-106,77,4,6,52,55,2
334,49,0.8,-108,77,7,2,59,30,2
451,87,1.23,-72,56,21,5,275,95,1
309,178,6.67,-82,20,37,7,139,72,3
444,141,5.4,-82,20,34,5,139,69,3
390,26,0.05,-69,155,5,1,33,21,0
409,18,0.24,-66,169,2,0,46,33,0
324,123,2.26,-74,30,20,7,279,85,1
303,28,0.49,-67,173,2,1,61,20,0
426,146,5.44,-78,21,47,8,152,85,3
324,41,1.36,-105,69,4,3,44,54,2
297,166,6.07,-79,28,32,8,107,77,3
382,110,1.04,-72,51,20,4,222,79,1
241,47,1.55,-117,56,8,3,69,38,2
453,130,2.12,-78,50,24,6,239,91,1
339,55,0.65,-106,65,4,2,55,55,2
257,14,0.11,-66,210,4,0,31,45,0
284,48,1.49,-103,68,4,3,67,41,2
330,20,0.46,-69,248,4,2,68,31,0
408,37,0.97,-111,51,8,2,77,45,2
308,44,1.42,-108,84,7,3,93,46,2
294,16,0.02,-67,210,3,0,34,31,0
459,126,1.05,-76,46,15,8,222,98,1
391,22,0.03,-66,214,2,1,41,32,0
494,102,2.2,-73,37,25,5,298,97,1
344,131,4.95,-81,29,34,6,138,80,3
325,178,4.01,-87,33,40,6,110,84,3
382,25,0.22,-70,209,4,0,48,27,0
379,83,1.56,-69,31,24,5,182,78,1
461,126,1.54,-68,39,15,5,226,76,1
350,17,0.15,-66,153,2,2,45,30,0
412,30,0.28,-68,241,2,2,43,36,0
287,41,0.61,-103,88,4,4,86,42,2
280,29,0.02,-72,219,1,0,47,40,0
376,176,7.01,-80,10,49,7,100,67,3
319,104,1.98,-78,37,17,7,263,89,1
406,30,0.11,-68,152,2,2,67,44,0
326,13,0.12,-68,214,4,0,69,32,0
358,103,3.41,-72,44,18,8,182,87,1
416,94,1.38,-72,46,26,7,278,91,1
442,28,0.01,-75,161,5,0,44,30,0
373,44,1.04,-102,86,7,4,43,42,2
400,29,0.43,-75,162,2,2,55,44,0
397,22,0.36,-75,165,5,2,60,35,0
326,23,0.38,-71,197,3,1,55,37,0
302,180,6.38,-87,11,45,7,109,80,3
473,106,1.51,-68,28,19,4,216,92,1
477,88,3.41,-75,48,27,8,277,92,1
332,104,1.37,-77,36,20,6,295,75,1
333,136,4.31,-89,27,40,9,163,73,3
268,17,0.04,-73,222,1,2,41,26,0
462,117,3.49,-71,34,19,6,205,84,1
347,55,1.91,-114,50,10,3,55,55,2
451,85,2.88,-69,53,29,5,278,88,1
243,48,1.19,-104,50,4,6,84,42,2
372,51,1.53,-112,71,4,6,82,31,2
239,32,1.0,-106,77,7,5,61,55,2
404,81,3.39,-74,29,15,8,208,91,1
373,121,3.09,-78,37,17,7,191,98,1
362,17,0.36,-68,246,2,1,25,33,0
364,155,7.96,-89,23,49,7,122,84,3
445,100,2.72,-78,30,30,8,255,87,1
450,17,0.14,-70,168,2,2,67,40,0
438,16,0.14,-68,227,1,1,38,22,0
371,116,4.63,-85,21,40,7,131,74,3
415,154,6.84,-87,10,35,7,164,86,3
425,120,5.19,-86,11,37,8,179,82,3
461,127,1.56,-72,60,17,6,199,78,1
426,101,3.42,-77,33,16,6,181,93,1
406,25,0.26,-66,193,2,0,50,33,0
381,22,0.2,-68,221,4,2,39,38,0
445,11,0.43,-74,244,3,0,60,21,0
401,51,0.77,-115,79,5,2,79,34,2
288,133,4.5,-82,10,31,7,108,78,3
263,10,0.18,-67,219,4,1,56,21,0
349,11,0.06,-68,195,1,1,28,40,0
415,18,0.05,-73,198,1,0,55,22,0
424,15,0.24,-72,198,3,0,70,37,0
445,96,2.47,-68,34,28,4,212,94,1
375,123,6.98,-82,33,43,4,169,89,3
358,149,6.21,-83,21,40,8,106,87,3
371,15,0.19,-73,193,1,2,49,44,0
284,24,0.2,-72,197,1,1,42,30,0
271,21,0.32,-67,235,5,2,37,45,0
267,15,0.38,-71,156,2,2,59,30,0
343,29,0.0,-69,219,1,0,20,25,0
356,49,0.94,-117,63,10,5,61,31,2
419,138,7.37,-89,20,32,9,119,82,3
284,22,0.31,-66,243,3,0,41,40,0
356,55,1.68,-104,79,6,3,85,46,2
334,20,0.39,-73,218,4,0,31,30,0
277,14,0.12,-73,173,1,1,39,31,0
251,45,1.81,-109,56,8,3,72,32,2
352,86,2.44,-78,42,21,8,235,87,1
315,45,1.68,-107,64,6,5,90,33,2
398,28,0.18,-71,191,1,0,44,29,0
284,14,0.44,-70,246,2,1,51,45,0
379,13,0.28,-68,175,4,0,56,30,0
292,34,1.5,-117,77,4,4,93,49,2
431,11,0.23,-70,161,4,0,39,26,0
317,124,1.48,-76,49,25,5,192,77,1
288,22,0.14,-75,212,2,1,31,20,0
324,108,1.5,-78,46,15,3,213,81,1
314,51,1.72,-105,53,5,5,43,35,2
441,26,0.47,-67,158,5,1,45,36,0
345,40,0.98,-113,51,6,2,72,41,2
448,24,0.22,-74,240,1,2,35,20,0
390,174,6.16,-84,16,47,6,134,65,3
321,133,5.38,-88,23,45,7,109,74,3
377,31,0.71,-119,86,8,4,61,38,2
281,33,0.72,-100,70,6,3,42,36,2
413,125,7.39,-90,15,38,4,101,72,3
336,170,4.57,-83,27,50,9,102,72,3
444,121,2.85,-75,30,27,8,189,97,1
352,19,0.5,-65,206,5,2,39,25,0
384,22,0.49,-73,197,3,2,69,29,0
365,168,4.19,-87,30,41,4,164,65,3
421,124,1.99,-75,57,18,6,254,85,1
322,123,1.05,-71,52,25,3,279,84,1
341,171,7.48,-90,35,38,9,174,67,3
382,148,7.29,-84,18,46,4,177,82,3
244,36,1.24,-113,85,6,6,52,52,2
428,109,3.44,-71,21,29,8,191,94,1
410,90,3.46,-68,60,26,5,248,95,1
370,126,1.58,-71,47,27,6,260,81,1
287,137,7.91,-88,32,31,5,115,69,3
466,86,2.27,-71,29,16,4,252,87,1
359,122,3.08,-76,43,30,6,239,98,1
348,158,7.75,-80,12,37,5,100,74,3
244,42,1.46,-111,82,9,5,52,50,2
322,110,2.92,-78,23,21,6,232,94,1
280,121,5.46,-79,21,39,8,100,89,3
308,16,0.21,-75,203,2,1,26,32,0
368,115,1.21,-72,59,17,8,261,91,1
289,11,0.5,-65,153,2,1,33,26,0
357,88,2.11,-72,56,27,8,246,79,1
447,30,0.03,-68,239,2,2,25,26,0
399,35,1.46,-116,65,5,2,49,34,2
315,52,0.91,-111,90,7,6,89,54,2
340,25,0.48,-69,226,4,2,48,33,0
354,112,2.97,-78,24,28,5,203,82,1
393,99,2.0,-76,37,30,3,243,97,1
396,136,7.41,-78,22,41,7,172,78,3
303,49,1.42,-107,73,8,2,58,34,2
441,130,1.26,-72,36,16,8,253,92,1
429,17,0.34,-71,229,2,1,69,27,0
368,133,4.47,-90,28,35,8,176,84,3
400,98,3.08,-70,59,20,3,228,94,1
429,123,4.66,-83,19,36,5,170,85,3
417,125,7.56,-80,10,34,8,143,65,3
244,54,1.29,-105,60,10,6,82,38,2
292,122,4.44,-83,25,40,6,141,82,3
375,17,0.01,-68,193,2,2,29,34,0
296,162,5.89,-87,16,33,4,137,87,3
284,39,1.7,-118,62,8,5,40,34,2
289,24,0.12,-69,238,4,2,43,30,0
456,87,1.6,-70,22,16,5,193,93,1
380,47,1.27,-107,82,6,4,50,43,2
332,174,6.5,-89,11,33,6,173,81,3
425,101,2.5,-76,58,20,4,267,94,1
429,164,5.09,-79,13,33,4,103,80,3
426,112,4.57,-78,11,44,5,127,85,3
385,22,0.31,-66,188,2,2,51,39,0
351,145,5.69,-79,27,36,5,141,79,3
488,126,3.05,-78,55,28,5,233,96,1
321,40,1.45,-101,88,9,5,96,44,2
366,30,1.34,-104,80,9,2,84,39,2
320,112,1.5,-72,38,29,8,207,98,1
282,57,1.45,-115,88,4,3,68,51,2
455,127,2.94,-78,26,24,5,205,75,1
239,33,1.06,-117,62,10,3,94,42,2
461,118,2.55,-78,42,24,4,221,79,1
337,17,0.24,-66,153,3,0,40,31,0
415,29,0.01,-70,161,5,1,41,30,0
429,147,5.71,-84,12,37,4,133,77,3
303,30,0.79,-113,54,9,5,85,32,2
396,112,1.77,-69,30,15,6,231,85,1
326,140,7.06,-86,33,46,5,148,86,3
293,38,0.84,-110,80,6,3,97,52,2
240,36,1.64,-114,83,4,5,95,32,2
296,36,1.69,-103,73,6,2,94,44,2
459,96,1.97,-73,58,22,4,221,98,1
266,56,1.28,-102,50,10,2,84,30,2
390,118,1.77,-73,32,18,5,243,75,1
333,38,1.69,-114,75,5,2,66,37,2
489,128,1.63,-77,44,23,6,190,98,1
388,27,0.19,-70,238,4,2,60,23,0
233,36,0.71,-101,70,9,4,64,55,2
360,85,1.54,-74,30,26,8,269,75,1
397,83,2.29,-76,59,18,5,216,94,1
329,113,2.69,-71,50,23,8,229,79,1
245,50,1.2,-115,71,5,4,90,31,2
331,93,3.41,-71,40,24,8,242,91,1
285,21,0.41,-69,209,4,0,41,42,0
436,96,3.28,-75,26,20,8,290,82,1
357,91,1.3,-73,38,22,8,292,88,1
392,19,0.37,-73,242,2,1,60,36,0
300,11,0.07,-68,210,3,1,48,23,0
316,131,4.79,-81,20,44,6,136,71,3
284,28,0.39,-70,190,2,1,29,21,0
269,35,0.6,-103,85,6,3,43,30,2
284,33,1.41,-108,75,7,6,48,36,2
448,112,2.15,-77,36,18,5,201,87,1
438,151,7.26,-78,28,40,9,180,71,3
298,110,7.45,-85,32,31,5,150,88,3
436,30,0.02,-74,195,3,0,42,40,0
250,34,1.17,-118,75,5,4,90,43,2
308,84,1.68,-68,49,26,7,291,92,1
380,22,0.43,-75,209,3,0,35,26,0
254,41,0.61,-110,66,8,3,88,45,2
388,111,2.52,-74,24,26,5,266,77,1
416,103,3.27,-72,40,23,7,242,92,1
385,136,4.71,-90,22,46,7,100,66,3
315,21,0.11,-75,180,4,1,43,27,0
344,89,1.1,-69,28,23,7,288,97,1
238,37,1.02,-104,87,7,5,77,44,2
401,12,0.01,-65,213,3,0,44,40,0
500,114,1.72,-70,44,22,3,245,79,1
404,81,3.13,-68,38,15,7,218,81,1
442,23,0.4,-72,242,1,1,54,45,0
440,135,5.86,-89,15,41,4,164,72,3
344,117,1.31,-78,39,24,7,261,92,1
379,31,1.53,-104,79,10,5,53,51,2
345,51,0.57,-112,69,8,2,89,41,2
399,27,0.18,-71,244,2,0,42,24,0
384,30,0.49,-66,234,2,1,42,24,0
281,36,1.61,-117,68,6,3,79,37,2
315,41,0.63,-111,89,6,6,42,46,2
458,80,2.17,-73,49,22,6,268,96,1
222,37,1.0,-112,52,4,4,49,30,2
410,21,0.47,-74,240,3,0,21,26,0
401,167,6.24,-85,22,39,7,123,67,3
294,33,1.29,-109,61,8,5,72,41,2
419,46,1.77,-104,65,6,5,86,54,2
309,92,2.65,-77,40,28,7,242,96,1
438,13,0.39,-74,174,2,2,61,40,0
360,161,7.78,-88,26,41,4,156,72,3
484,84,1.72,-72,51,25,3,274,94,1
327,95,1.37,-71,47,17,6,258,82,1
378,85,2.25,-72,35,27,7,183,76,1
301,23,0.21,-69,170,2,0,48,45,0
259,50,0.8,-115,67,9,4,64,43,2
330,59,1.36,-113,84,9,6,77,47,2
481,83,1.82,-68,35,21,3,242,80,1
309,54,1.3,-100,60,6,3,47,45,2
252,50,1.93,-103,53,7,4,98,30,2
482,91,1.04,-70,35,27,6,238,92,1
348,86,2.88,-68,40,18,8,201,86,1
399,167,5.13,-83,14,48,7,157,87,3
315,98,2.91,-69,23,15,5,265,94,1
420,80,2.37,-76,21,18,7,241,89,1
400,164,6.85,-78,12,31,5,143,79,3
302,20,0.2,-72,225,1,2,61,30,0
334,90,2.49,-70,40,24,8,213,79,1
303,110,1.4,-78,39,17,3,191,97,1
299,132,6.6,-89,28,42,5,119,81,3
322,16,0.26,-65,178,1,0,43,39,0
354,94,1.98,-77,32,20,4,300,95,1
277,19,0.45,-66,205,2,2,35,34,0
353,40,1.01,-114,73,9,2,73,45,2
423,104,1.22,-68,43,15,4,196,75,1
281,139,7.74,-90,11,35,5,150,77,3
357,41,0.88,-119,71,9,3,53,48,2
443,84,1.2,-78,51,30,5,206,98,1
419,14,0.09,-68,194,1,1,44,31,0
387,51,1.44,-112,69,4,6,41,50,2
429,19,0.12,-74,222,1,1,63,41,0
225,36,1.03,-103,69,6,3,51,34,2
307,110,1.4,-71,52,15,4,290,78,1
344,22,0.36,-75,245,3,2,55,40,0
315,29,0.46,-66,183,1,1,58,27,0
430,17,0.37,-71,188,4,2,27,45,0
403,20,0.38,-72,156,5,1,49,44,0
286,53,0.77,-118,60,7,4,45,46,2
248,59,1.52,-112,84,6,6,85,39,2
391,112,3.19,-69,28,22,8,294,88,1
382,97,2.42,-71,30,28,3,221,96,1
347,44,1.08,-115,73,9,2,76,50,2
403,26,0.1,-68,192,1,2,46,28,0
398,153,6.07,-87,22,45,4,134,82,3
328,127,6.85,-85,30,47,6,163,75,3
449,172,5.77,-87,15,30,5,116,85,3
368,27,0.47,-65,177,1,0,34,40,0
427,23,0.28,-65,215,1,2,65,32,0
399,93,2.96,-70,26,21,8,185,90,1
411,179,7.21,-86,11,32,6,128,89,3
349,32,0.6,-107,86,4,6,84,53,2
291,161,6.34,-81,11,42,5,105,90,3
285,29,0.16,-68,180,1,2,40,31,0
229,59,0.85,-120,68,7,5,70,55,2
307,56,1.64,-103,56,4,6,63,52,2
340,27,0.35,-67,163,1,2,44,33,0
328,127,1.45,-73,30,19,4,182,76,1
343,150,6.26,-79,20,45,9,130,67,3
498,125,1.06,-68,26,26,5,255,84,1
300,53,1.52,-116,75,9,5,43,39,2
409,47,1.86,-118,73,4,3,96,32,2
395,104,2.11,-71,52,21,6,188,90,1
267,53,1.44,-115,58,4,6,86,35,2
314,109,1.38,-76,43,20,8,185,95,1
394,130,5.08,-79,29,50,9,178,69,3
396,99,3.1,-78,41,17,3,246,89,1
271,39,0.8,-113,79,8,6,49,55,2
331,126,6.62,-82,25,47,9,147,76,3
296,57,1.58,-106,60,8,4,90,33,2
399,126,2.07,-74,55,16,3,262,83,1
313,129,5.26,-78,11,49,4,136,66,3
264,26,0.42,-71,163,4,1,69,44,0
285,152,4.79,-82,19,40,8,144,67,3
393,22,0.23,-69,191,5,1,34,29,0
459,106,2.15,-68,23,20,6,287,91,1
227,58,1.82,-109,66,10,2,68,34,2
325,30,0.46,-73,168,1,0,31,41,0
411,19,0.06,-73,232,5,1,51,39,0
410,110,7.68,-90,23,38,7,110,74,3
432,12,0.33,-72,236,2,0,70,22,0
430,28,0.31,-72,168,2,0,34,32,0
429,111,6.03,-89,11,38,7,166,83,3
294,164,4.91,-87,28,38,8,144,79,3
435,144,6.54,-82,27,48,8,129,82,3
358,29,0.09,-74,206,2,0,56,42,0
340,30,1.68,-105,82,7,4,66,53,2
433,127,7.36,-78,19,44,8,152,69,3
308,179,4.36,-80,16,39,8,109,77,3
435,26,0.31,-69,198,1,2,52,38,0
286,32,1.76,-106,50,4,6,46,54,2
301,57,1.17,-109,61,4,2,46,53,2
349,160,6.89,-83,11,32,8,130,79,3
359,123,5.0,-86,30,48,6,178,80,3
394,17,0.47,-66,169,3,0,60,43,0
391,130,2.52,-78,40,27,5,205,84,1
450,30,0.35,-71,174,3,1,52,33,0
341,44,1.96,-114,63,10,2,77,50,2
305,45,0.61,-100,76,5,5,40,33,2
356,25,0.42,-75,236,3,0,26,28,0
278,11,0.23,-70,207,5,0,22,24,0
415,53,1.59,-113,56,8,3,67,44,2
376,121,2.86,-75,42,17,7,237,90,1
349,121,7.47,-78,12,48,5,134,71,3
395,131,7.15,-84,34,31,8,137,81,3
261,17,0.31,-75,184,5,2,51,26,0
350,142,6.87,-78,23,30,4,100,67,3
290,149,5.12,-83,14,48,8,139,84,3
425,105,1.0,-73,38,29,8,269,79,1
