Customer_ID,Age,Annual_Income,Total_Orders,Avg_Order_Value,Days_Since_Last_Purchase,App_Sessions_Per_Month,Website_Visits_Per_Month,Wishlist_Count,Cart_Additions_Per_Month,Cluster
C121395,36,1423441,218,2296,349,57,130,20,18,0
C121396,69,2175860,97,11989,6,132,92,28,74,2
C121397,47,2279884,50,4445,356,43,194,1,11,0
C121398,60,1601436,223,14109,68,63,162,69,8,0
C121399,31,2445477,108,6942,61,69,59,35,117,2
C121400,30,366166,14,8651,124,63,73,31,30,1
C121401,37,1855364,239,5451,273,107,121,21,14,0
C121402,43,1658639,99,11990,179,47,32,58,73,2
C121403,44,2548340,222,12875,343,35,131,99,29,0
C121404,42,2246573,35,12692,353,20,173,7,69,0
C121405,26,1402753,191,3894,64,113,86,80,30,3
C121406,58,324821,19,2359,184,80,57,25,28,1
C121407,65,1332754,73,5952,231,103,25,37,116,2
C121408,29,2376767,59,9792,22,145,105,2,47,4
C121409,27,2151762,82,2997,361,139,90,60,112,4
C121410,23,2802503,64,1460,153,30,161,19,33,0
C121411,67,878708,193,10935,118,76,150,25,33,1
C121412,51,2504696,17,13312,29,79,59,26,81,2
C121413,69,2952051,214,7997,308,10,134,97,22,0
C121414,58,930028,12,7261,114,107,106,94,39,4
C121415,36,906570,55,7956,271,39,61,30,45,1
C121416,23,873642,146,11730,145,79,128,63,43,1
C121417,19,1776692,194,6896,223,62,114,89,30,0
C121418,32,2887289,152,9751,254,11,75,95,29,0
C121419,34,1284722,231,12914,100,98,165,37,8,0
C121420,33,2471658,132,6371,140,104,169,2,5,4
C121421,45,340074,87,10361,186,132,80,96,80,4
C121422,38,596829,4,14401,16,97,190,83,11,4
C121423,25,2788244,21,4364,187,71,118,1,4,2
C121424,27,930048,27,5902,205,42,173,64,58,1
C121425,27,2439555,11,1544,166,25,64,32,15,2
C121426,67,375249,190,6806,50,45,177,27,59,1
C121427,27,309838,64,7418,82,27,184,97,52,1
C121428,26,1052305,88,14922,233,131,41,7,45,3
C121429,45,1574744,155,10813,265,145,5,64,0,3
C121430,41,616148,123,2355,346,73,22,11,74,3
C121431,36,638563,192,8396,224,135,194,11,79,4
C121432,50,670654,36,12218,271,29,50,60,9,1
C121433,21,330131,91,4914,187,40,50,47,7,1
C121434,20,472874,247,6606,211,134,27,78,114,3
C121435,59,2658105,220,8989,333,19,158,52,65,0
C121436,29,2837632,62,8527,269,63,110,71,93,2
C121437,35,1385229,175,12371,275,73,186,16,7,0
C121438,40,857379,226,14352,69,43,179,21,102,0
C121439,37,679302,128,11640,157,9,106,13,99,1
C121440,23,2759426,66,1556,164,71,65,32,112,2
C121441,51,1233834,41,8478,189,129,106,23,105,4
C121442,59,947731,218,11943,212,133,119,14,88,3
C121443,19,700297,173,4509,74,70,168,22,47,4
C121444,47,2718551,79,4239,248,114,198,89,54,4
C121445,26,1037928,24,11394,299,38,60,20,115,1
C121446,44,923786,147,14888,223,64,107,36,101,1
C121447,59,1096109,199,11742,363,130,32,50,5,3
C121448,51,2973091,81,12738,67,46,193,32,35,0
C121449,57,1254353,240,4569,235,66,42,14,94,3
C121450,41,1344272,68,10511,321,10,173,3,61,1
C121451,66,1302877,228,3115,312,68,187,33,108,0
C121452,34,2559022,40,4903,25,115,174,28,51,4
C121453,46,1954228,94,1436,219,10,25,40,86,2
C121454,53,1829649,192,11439,154,106,4,54,45,3
C121455,67,2179934,180,6485,200,35,183,82,39,0
C121456,29,2626451,171,6551,170,28,42,91,63,0
C121457,48,479268,105,13093,97,98,105,72,47,1
C121458,66,467169,190,1357,106,32,163,68,78,1
C121459,26,831414,183,4313,282,14,66,10,74,1
C121460,36,2157844,206,14258,4,6,84,10,105,0
C121461,63,1059923,170,1616,53,20,106,94,22,1
C121462,63,1896865,187,12351,234,32,113,10,84,0
C121463,34,150409,48,12046,42,145,47,61,93,3
C121464,19,979017,46,4040,228,16,196,50,27,1
C121465,57,776551,53,8204,136,125,25,40,61,3
C121466,22,1791974,120,11471,261,127,155,46,116,4
C121467,56,427528,64,8178,283,106,197,37,37,4
C121468,65,2549426,20,10763,6,76,167,54,10,2
C121469,33,2885524,126,304,338,138,144,81,37,4
C121470,34,2102421,157,11364,347,137,83,26,87,3
C121471,44,2038268,234,8171,26,128,195,33,3,4
C121472,24,2332550,123,2977,143,41,44,23,39,2
C121473,69,1151302,54,14744,218,148,149,49,84,4
C121474,25,833362,181,7968,273,93,75,7,62,3
C121475,25,1275621,218,7000,363,56,199,83,87,0
C121476,40,385607,83,2913,43,102,40,32,94,3
C121477,49,1743782,136,6162,200,129,72,6,106,3
C121478,60,335995,230,3629,76,34,79,6,112,1
C121479,64,1579301,20,9443,145,4,92,88,59,1
C121480,35,698095,193,8915,233,25,62,90,119,1
C121481,55,212739,208,12815,271,75,50,46,88,3
C121482,29,2885761,58,10924,287,35,69,65,27,2
C121483,32,2129398,65,13627,289,131,100,60,94,2
C121484,45,338661,163,12849,161,106,175,55,65,4
C121485,55,632507,136,11379,128,139,66,79,37,3
C121486,67,2828241,136,7675,354,12,154,85,52,0
C121487,48,917727,194,10899,0,135,115,95,95,3
C121488,69,1453007,28,5850,140,120,75,97,15,2
C121489,26,214385,95,12663,59,89,113,26,13,1
C121490,25,1912613,172,4273,155,121,188,66,51,4
C121491,63,2823159,16,11024,249,131,36,8,59,2
C121492,36,254352,203,2779,135,59,19,23,95,3
C121493,68,1328029,241,4909,130,61,31,91,98,3
C121494,25,752281,64,7187,160,113,164,34,57,4
C121495,51,2677350,206,2294,364,78,55,29,100,0
C121496,21,1993957,165,6888,241,148,145,95,72,4
C121497,48,193070,124,14774,314,27,69,54,109,1
C121498,55,281817,33,10933,314,38,118,1,27,1
C121499,20,274396,8,11661,225,68,70,72,32,1
C121500,52,2516156,233,9237,125,100,29,96,116,3
C121501,36,1686416,34,7078,90,116,154,65,90,4
C121502,60,1729899,141,8077,174,34,86,50,101,1
C121503,46,1420469,235,9643,82,33,149,9,39,0
C121504,27,784371,16,13174,224,93,137,96,94,4
C121505,29,1981529,36,9449,289,64,10,54,73,2
C121506,63,998123,182,4255,315,23,172,33,44,0
C121507,47,1307623,103,2355,176,86,175,34,16,4
C121508,47,1116164,213,395,174,71,142,3,17,0
C121509,35,1413769,81,10207,302,14,118,66,71,1
C121510,41,2351823,39,4746,101,38,112,35,77,2
C121511,49,1817669,119,1826,100,69,18,59,18,2
C121512,26,1294360,181,7727,27,9,190,33,64,0
C121513,64,2950461,34,5678,184,124,64,99,68,2
C121514,41,2605012,18,5848,23,131,61,71,72,2
C121515,43,2935963,41,8473,17,86,96,49,60,2
C121516,20,1662498,233,4937,148,2,86,15,82,0
C121517,40,860261,107,13686,4,140,69,93,90,3
C121518,28,2668295,228,11226,99,5,68,90,35,0
C121519,27,2343739,36,7501,15,111,132,92,89,2
C121520,67,2131732,247,14882,332,130,60,10,72,3
C121521,53,378621,5,9828,359,56,193,10,73,4
C121522,30,2939264,28,10773,180,112,136,66,48,2
C121523,46,448327,177,7360,68,86,128,67,4,1
C121524,55,1892813,197,14710,177,121,128,60,111,3
C121525,30,2738942,68,7158,136,96,17,68,10,2
C121526,43,998956,131,7427,253,138,91,75,68,3
C121527,37,255136,161,6240,26,31,51,60,88,1
C121528,22,2858615,57,6414,176,112,71,90,74,2
C121529,37,1549042,180,12883,109,10,55,58,22,1
C121530,31,1762106,67,13688,17,26,183,17,75,1
C121531,62,2054538,200,6404,334,107,55,1,66,3
C121532,31,1152254,23,10787,83,105,43,20,53,2
C121533,25,2461711,70,8565,265,126,52,57,111,2
C121534,65,2637549,27,8849,143,41,116,83,85,2
C121535,30,582002,86,1439,19,35,56,19,111,1
C121536,41,1305865,162,4493,295,9,99,5,92,1
C121537,32,642379,249,14703,54,4,166,35,39,1
C121538,68,1244070,193,14724,272,66,14,83,72,3
C121539,18,240662,244,1052,177,70,84,93,28,3
C121540,39,1597939,36,6158,281,58,182,32,65,4
C121541,51,1961997,91,705,288,124,100,64,40,4
C121542,67,2837653,9,6466,2,120,137,33,117,2
C121543,68,336674,108,7875,139,34,170,58,35,1
C121544,57,1928125,243,1269,317,60,85,98,98,0
C121545,20,2492238,25,7406,73,10,26,34,80,2
C121546,43,2783844,78,9014,47,117,24,74,88,2
C121547,31,1801250,146,1127,358,41,27,59,9,2
C121548,58,2811323,241,7501,46,86,46,24,75,3
C121549,25,566782,247,11835,144,30,34,43,100,1
C121550,66,2255467,210,10693,199,100,140,7,57,0
C121551,33,2468163,241,13342,274,75,148,68,73,0
C121552,59,2456203,27,5310,275,44,115,42,69,2
C121553,38,2844351,9,5319,82,36,172,44,68,2
C121554,27,1694657,204,14043,83,128,87,45,101,3
C121555,42,2620641,184,6801,15,65,168,22,34,0
C121556,55,2800883,115,9439,295,57,105,75,115,2
C121557,39,1867524,47,8363,229,63,117,53,41,2
C121558,66,219466,82,12160,251,142,3,25,68,3
C121559,65,2612699,177,5146,183,64,5,57,46,3
C121560,64,2049245,142,4732,44,102,14,44,81,3
C121561,63,826233,74,4445,269,81,107,35,105,1
C121562,21,2602180,84,10394,24,56,20,65,34,2
C121563,21,1814777,22,3669,106,55,45,97,13,2
C121564,47,1742921,187,10620,37,145,24,94,113,3
C121565,19,1075839,162,13153,292,63,76,77,79,1
C121566,46,2779797,48,627,200,105,155,23,98,4
C121567,60,1529394,102,6530,209,16,56,6,111,1
C121568,53,525406,197,14406,27,33,125,54,14,1
C121569,38,922549,30,10025,284,142,159,98,42,4
C121570,38,1956168,1,11866,157,115,173,64,57,4
C121571,65,299813,26,11845,231,95,79,20,116,1
C121572,38,178683,199,13077,93,107,2,25,14,3
C121573,21,1047257,7,5502,347,42,158,40,99,1
C121574,18,1408388,109,8909,113,135,157,16,64,4
C121575,43,2418292,5,4777,244,92,103,97,23,2
C121576,68,2174014,84,12474,293,116,72,51,22,2
C121577,19,1199874,114,6447,81,17,148,92,63,1
C121578,26,2285751,192,1068,158,142,57,40,26,3
C121579,62,2784340,92,1431,352,77,59,29,116,2
C121580,35,1193907,23,7047,173,24,26,8,6,1
C121581,65,2314951,136,4819,324,73,192,79,51,0
C121582,65,2579586,175,3061,209,141,155,4,28,4
C121583,59,841991,208,2951,183,20,48,80,97,1
C121584,58,1468120,169,1725,58,129,114,28,83,3
C121585,28,2050012,176,1683,233,71,12,27,48,3
C121586,42,1751684,70,1710,190,138,123,45,109,4
C121587,43,2007872,203,3030,341,33,90,99,55,0
C121588,53,2283447,77,8793,127,63,18,86,14,2
C121589,59,810958,194,5925,244,78,46,94,13,3
C121590,52,844778,177,2043,313,48,152,66,118,1
C121591,55,358146,130,11079,315,24,24,26,31,1
C121592,20,1234362,63,4716,106,135,170,85,89,4
C121593,58,2518692,141,2359,355,15,66,47,82,0
C121594,52,2278877,211,12939,45,1,183,4,26,0
C121595,67,279457,161,14660,350,68,132,68,18,1
C121596,57,2603284,229,11815,355,9,192,52,93,0
C121597,39,303371,119,6170,348,58,117,58,5,1
C121598,25,2033606,25,6395,336,130,54,55,8,2
C121599,32,717499,112,7119,178,59,126,43,8,1
C121600,62,1612735,230,1810,240,75,4,85,13,3
C121601,24,2952637,238,12304,80,58,104,57,88,0
C121602,36,1972868,104,9152,263,67,187,66,60,4
C121603,57,1191684,82,12842,292,72,83,13,47,1
C121604,59,203160,29,4633,249,92,103,86,4,1
C121605,34,1246919,37,9013,137,93,24,69,70,2
C121606,18,2648560,75,10487,60,55,87,46,101,2
C121607,62,1910973,237,13561,53,83,136,84,70,0
C121608,46,1496003,169,10986,238,21,28,97,86,1
C121609,30,222283,111,10078,357,103,184,28,97,4
C121610,65,2507713,237,1606,141,111,38,99,37,3
C121611,46,1651786,87,9533,54,102,98,32,76,4
C121612,58,647733,87,3808,65,108,113,22,78,4
C121613,59,2527620,35,7197,237,114,30,39,14,2
C121614,23,1860946,3,2851,78,89,10,6,64,2
C121615,22,1961452,175,6626,133,15,86,73,61,0
C121616,51,1026635,190,7693,143,67,88,56,99,3
C121617,28,465985,18,4854,334,76,196,14,51,4
C121618,26,1631075,57,8314,124,132,181,26,69,4
C121619,55,2155884,180,5040,220,140,106,37,85,3
C121620,57,170275,73,1104,336,134,192,45,34,4
C121621,58,2609746,48,14943,278,96,16,2,56,2
C121622,26,2562541,20,10770,137,127,112,76,96,2
C121623,25,1881069,216,14861,309,58,163,73,11,0
C121624,61,962884,209,6305,165,87,13,55,76,3
C121625,57,1726527,109,7783,43,56,108,15,77,1
C121626,20,735527,140,14916,21,66,158,10,19,1
C121627,30,286153,161,14502,14,118,47,0,70,3
C121628,36,231766,127,2124,315,59,73,20,86,1
C121629,51,2336746,198,6668,130,6,67,13,16,0
C121630,49,1898310,94,11217,115,31,141,89,15,0
C121631,66,1887665,70,10200,321,39,8,46,19,2
C121632,33,383717,176,9650,300,91,147,94,5,4
C121633,53,390416,23,10039,152,58,47,15,66,1
C121634,35,482054,46,3183,121,120,186,10,27,4
C121635,31,2209013,135,10181,130,117,31,36,19,3
C121636,47,1568068,26,4789,189,102,62,5,105,2
C121637,19,2791405,195,13811,67,39,21,73,56,0
C121638,30,1342366,57,10948,266,23,127,96,83,1
C121639,44,1913769,25,12939,322,39,139,39,88,2
C121640,69,614132,195,4331,111,148,29,65,62,3
C121641,34,2033980,207,13921,56,146,37,55,84,3
C121642,48,1837271,124,12118,354,136,11,44,5,3
C121643,32,2701543,167,13457,150,53,115,18,103,0
C121644,37,2541634,68,5051,4,11,170,64,33,0
C121645,22,2839468,166,12830,115,60,183,49,94,0
C121646,24,807630,173,14983,76,8,13,96,30,1
C121647,35,836841,118,11496,173,100,145,56,112,4
C121648,28,747431,64,5761,322,119,7,62,74,3
C121649,49,867606,213,1774,188,121,129,44,5,3
C121650,67,1993468,54,9387,87,129,70,94,1,2
C121651,44,1876504,222,10961,280,110,106,45,104,3
C121652,43,194362,199,13931,57,91,25,97,39,3
C121653,54,1612253,141,1110,200,73,74,61,28,3
C121654,62,1222576,178,3115,15,70,53,32,87,3
C121655,45,1827302,43,12944,230,41,10,61,86,2
C121656,67,369458,135,11261,76,45,10,13,43,1
C121657,19,793971,215,3495,348,141,139,20,37,4
C121658,37,2576135,172,9913,291,26,196,21,43,0
C121659,21,2842189,192,4459,158,73,87,97,93,0
C121660,30,1893711,7,7690,6,96,57,0,109,2
C121661,41,2917187,10,11498,260,15,89,18,115,2
C121662,65,394131,78,11527,342,61,118,36,98,1
C121663,55,2178748,197,7920,269,99,132,23,73,0
C121664,57,1753843,190,10588,264,46,16,9,90,3
C121665,65,2327755,147,9971,90,107,162,22,50,4
C121666,62,1295511,229,6879,197,125,162,16,12,4
C121667,46,2337946,33,11044,293,46,11,58,56,2
C121668,53,415202,62,11901,239,129,84,62,24,4
C121669,19,413993,117,3266,159,83,184,57,64,4
C121670,58,2228086,78,9122,141,11,135,41,31,0
C121671,35,2795640,195,11937,18,47,41,9,32,0
C121672,66,511749,135,1739,296,4,173,76,8,1
C121673,25,1486191,30,4187,75,40,84,46,61,2
C121674,32,769427,124,6799,61,140,31,74,81,3
C121675,58,2382261,91,9189,19,23,84,22,65,2
C121676,34,2326450,36,5918,160,69,164,41,88,4
C121677,40,2417936,102,8643,356,87,113,57,80,2
C121678,19,193654,118,8238,220,143,110,10,5,4
C121679,23,2212440,203,12929,216,5,37,84,11,0
C121680,46,2781606,107,13869,20,6,87,98,37,2
C121681,44,2210206,100,12803,79,14,171,2,12,0
C121682,54,2498226,144,2611,284,76,176,76,31,0
C121683,66,598063,81,8592,186,59,54,80,82,1
C121684,51,2812776,19,4524,364,56,45,99,62,2
C121685,35,1981953,163,9256,198,42,47,23,0,0
C121686,59,183026,38,8464,328,85,163,23,58,4
C121687,27,2755882,186,12889,98,109,129,32,119,0
C121688,55,283491,184,14895,1,9,129,44,31,1
C121689,61,213165,63,14340,114,135,120,19,108,4
C121690,34,2426314,176,11323,57,63,132,42,58,0
C121691,30,1746223,237,330,224,138,94,82,63,3
C121692,69,849336,66,12720,340,121,107,37,36,4
C121693,65,869440,246,13526,148,113,9,83,25,3
C121694,59,270891,103,1459,168,146,199,4,35,4
C121695,44,201304,191,3254,299,92,29,30,43,3
C121696,19,1355673,91,5102,69,128,25,24,100,3
C121697,51,1794286,187,2380,49,3,132,4,70,0
C121698,48,562717,51,2991,65,84,116,92,116,1
C121699,40,1005565,193,2846,253,143,128,16,41,4
C121700,24,414458,66,793,146,29,53,54,90,1
C121701,55,277931,117,10853,63,100,156,56,12,4
C121702,50,806917,113,11495,350,48,23,22,51,1
C121703,29,247385,52,14989,344,57,90,83,78,1
C121704,62,1822884,79,8217,1,4,51,75,117,1
C121705,29,257668,118,5650,195,139,21,70,22,3
C121706,36,463623,65,3222,116,79,24,27,16,1
C121707,26,2405711,198,13070,206,122,127,24,61,0
C121708,27,2097673,158,4988,13,14,91,81,88,0
C121709,34,2563849,172,9611,57,130,64,29,115,3
C121710,67,1929171,120,2885,177,65,143,57,106,0
C121711,57,831900,64,5306,18,57,21,77,60,1
C121712,56,2324015,219,715,195,65,170,0,76,0
C121713,58,819806,81,11624,208,11,162,95,67,1
C121714,27,2459207,40,13615,171,121,145,33,0,4
C121715,29,2582635,88,1801,349,93,105,37,111,2
C121716,32,1178517,59,6398,287,1,67,84,36,1
C121717,48,1617272,178,10172,289,142,113,23,96,3
C121718,32,1694917,115,12412,188,35,88,44,77,1
C121719,45,2645927,86,5431,206,131,197,40,85,4
C121720,21,2004591,15,8186,336,102,19,36,77,2
C121721,53,2806549,248,10504,361,30,77,97,2,0
C121722,18,956214,109,6150,304,35,25,71,42,1
C121723,61,773737,21,5177,139,54,101,62,6,1
C121724,51,489466,91,13626,32,54,28,72,67,1
C121725,64,2526063,16,4664,77,135,65,13,61,2
C121726,34,2916270,249,12877,273,107,36,44,90,3
C121727,56,2862518,47,13872,53,16,126,44,11,2
C121728,55,2114225,206,1323,142,10,27,81,94,0
C121729,61,2407737,68,9224,263,50,77,74,59,2
C121730,68,2310208,116,342,179,48,145,86,104,0
C121731,50,781402,88,13068,351,86,197,48,87,4
C121732,38,2428395,77,7747,91,127,196,29,48,4
C121733,43,635281,5,13015,37,70,86,37,18,1
C121734,63,428733,104,3336,251,115,72,99,107,3
C121735,53,765038,161,11084,17,115,196,89,91,4
C121736,22,952879,122,557,98,2,163,43,32,1
C121737,50,1062400,109,8781,174,75,180,87,1,4
C121738,18,1218136,229,10505,286,68,61,3,97,3
C121739,23,2189223,200,8189,187,35,191,58,61,0
C121740,54,2750792,56,4842,128,124,146,24,18,4
C121741,19,622751,39,4265,218,107,84,17,49,4
C121742,22,2251475,83,11265,84,31,165,93,80,0
C121743,43,761005,10,13166,250,26,86,43,106,1
C121744,58,940455,234,1531,244,11,42,42,99,1
C121745,68,1739642,167,7349,102,63,163,66,8,0
C121746,64,1067395,211,4794,49,56,132,69,33,0
C121747,30,348467,159,14104,113,31,171,70,68,1
C121748,29,287513,246,11680,273,109,13,61,109,3
C121749,22,2884781,78,3422,17,145,99,16,23,2
C121750,19,2245627,217,12474,326,3,115,55,68,0
C121751,21,157747,8,9862,354,44,16,21,59,1
C121752,44,1096728,132,5823,62,90,137,8,106,4
C121753,67,2121597,239,3954,313,112,103,64,76,3
C121754,27,2916083,133,14469,354,92,142,37,102,0
C121755,30,246381,164,12266,274,75,81,52,49,1
C121756,61,1565393,108,5766,26,109,119,15,108,4
C121757,19,1734013,6,2272,2,115,106,81,33,4
C121758,43,2666232,60,10681,79,51,138,30,57,2
C121759,32,845187,222,952,328,53,18,96,55,3
C121760,63,2585932,232,14713,359,135,50,41,12,3
C121761,27,2793664,102,3583,28,76,56,1,18,2
C121762,39,2577120,101,6871,334,148,36,35,69,2
C121763,57,236599,105,2386,136,92,165,28,11,4
C121764,42,293316,183,2171,189,109,59,11,84,3
C121765,32,1097514,122,13821,16,145,50,98,90,3
C121766,30,697288,211,12775,220,76,175,71,2,4
C121767,25,2335172,234,1740,165,85,77,65,40,3
C121768,38,2486908,171,6123,308,7,125,74,118,0
C121769,38,2492776,210,9868,349,88,34,5,18,3
C121770,39,2570044,21,9253,346,40,9,48,66,2
C121771,63,1712205,101,8196,353,131,58,62,12,3
C121772,50,2138044,188,6347,77,55,28,12,97,3
C121773,62,662390,43,1845,62,115,26,72,0,3
C121774,44,2133542,182,4203,288,48,20,22,18,3
C121775,57,2464729,209,1144,29,137,129,88,58,3
C121776,67,2072945,159,2350,305,63,199,15,0,0
C121777,39,846314,213,9191,278,148,97,42,81,3
C121778,47,1588057,247,11650,316,105,56,35,49,3
C121779,26,846908,75,3269,197,122,153,95,20,4
C121780,62,2666096,189,3580,221,21,104,19,23,0
C121781,52,1403750,80,4616,37,135,72,50,116,4
C121782,35,2705384,73,12747,252,76,6,41,17,2
C121783,59,1120094,115,10387,303,76,175,32,23,4
C121784,22,947209,23,8363,39,79,97,20,106,1
C121785,44,643171,103,9805,126,15,1,35,97,1
C121786,23,1837022,23,1170,108,66,162,90,61,4
C121787,49,2367133,52,1290,5,119,58,46,22,2
C121788,25,657404,3,2848,280,56,172,18,59,4
C121789,56,2652375,177,6007,239,122,44,96,2,3
C121790,38,711736,70,8785,195,97,93,9,21,4
C121791,35,587458,148,3456,252,1,190,43,36,1
C121792,31,250054,207,961,180,3,99,73,111,1
C121793,32,488472,110,7753,189,46,55,48,101,1
C121794,59,1997606,30,4576,344,82,157,70,66,4
C121795,43,2742861,160,3967,21,34,170,33,107,0
C121796,61,1768108,248,4865,128,136,67,63,48,3
C121797,49,2029553,70,12461,323,37,162,4,75,0
C121798,56,1798106,159,1522,100,94,28,1,5,3
C121799,45,458891,144,10321,154,47,190,5,10,1
C121800,56,664101,29,1636,293,34,94,43,39,1
C121801,60,2877387,22,13388,288,66,180,10,59,2
C121802,49,2006459,168,3292,262,52,196,10,50,0
C121803,30,2734669,156,10503,5,126,62,19,40,3
C121804,32,2593577,207,4167,12,10,45,87,95,0
C121805,35,2291756,85,13353,349,80,21,93,114,2
C121806,56,213655,136,1514,122,58,50,87,116,1
C121807,23,2699521,65,10209,83,32,144,24,5,0
C121808,28,1096573,158,8625,310,77,126,72,79,4
C121809,49,2191908,186,8937,12,57,95,63,104,0
C121810,57,1594080,2,7562,257,98,178,83,84,4
C121811,37,2229770,24,1871,221,71,48,77,99,2
C121812,50,2674345,177,14453,228,38,25,71,16,0
C121813,57,1899952,197,9633,262,117,41,29,4,3
C121814,25,1634774,12,11710,182,74,31,79,97,2
C121815,68,437800,5,5297,21,137,135,74,13,4
C121816,52,2590898,226,2253,311,41,97,57,89,0
C121817,22,269233,14,3379,103,15,133,83,89,1
C121818,52,2768473,204,5809,231,135,186,98,54,0
C121819,64,2410247,27,10196,234,27,97,96,68,2
C121820,31,1145760,66,8602,335,85,135,58,33,4
C121821,38,307351,177,14852,164,146,96,12,47,3
C121822,64,2161982,228,1182,170,41,198,40,89,0
C121823,41,2261221,45,3617,181,113,172,49,38,4
C121824,34,361909,38,7226,178,73,36,31,69,1
C121825,35,2113733,195,8641,124,45,14,61,33,3
C121826,51,409470,58,6388,204,141,194,10,0,4
C121827,29,1378591,100,13185,180,145,102,34,65,4
C121828,33,2729297,72,5475,50,49,107,39,115,2
C121829,21,406181,66,1085,301,41,79,51,3,1
C121830,42,864029,105,2454,62,100,169,52,81,4
C121831,51,2443688,106,5288,249,115,144,68,11,4
C121832,45,1297062,54,3907,304,118,179,47,71,4
C121833,63,653739,157,9742,119,89,41,73,56,3
C121834,28,2555470,237,9710,151,105,179,5,118,0
C121835,30,276365,89,14397,15,66,146,73,78,1
C121836,48,1788555,241,1668,94,107,83,69,40,3
C121837,42,237731,4,10111,92,35,174,29,16,1
C121838,56,2077264,183,11602,161,105,87,16,40,3
C121839,27,1457560,138,388,14,35,43,58,106,1
C121840,41,1847136,121,2536,128,117,75,5,48,3
C121841,18,1629444,44,13596,175,96,145,7,74,4
C121842,42,1001798,209,6264,343,52,111,76,119,1
C121843,45,157977,193,7801,337,25,15,93,45,1
C121844,53,302876,131,2185,308,103,91,18,1,3
C121845,35,178853,62,9047,107,32,143,70,40,1
C121846,23,1153431,230,531,299,13,99,50,68,0
C121847,19,671606,94,5191,50,26,111,42,86,1
C121848,20,525576,5,2633,352,2,182,91,26,1
C121849,63,996755,44,11614,132,61,74,30,49,1
C121850,25,2808886,139,5405,158,41,185,83,35,0
C121851,48,1918310,245,5785,82,114,116,1,113,3
C121852,65,2007431,73,10493,277,69,43,6,96,2
C121853,36,2721964,175,5227,89,60,90,55,39,0
C121854,67,151699,14,9951,285,78,98,29,41,1
C121855,23,1328590,19,6215,167,104,98,51,28,4
C121856,31,1128464,13,10402,216,122,134,5,32,4
C121857,20,1618468,128,8976,164,20,138,33,75,0
C121858,65,275143,21,5492,317,13,68,72,47,1
C121859,18,961721,191,2233,129,142,130,66,105,4
C121860,61,1806181,39,7408,33,69,18,60,52,2
C121861,47,2884472,235,12302,279,46,60,2,62,0
C121862,63,593396,66,3169,171,133,22,7,71,3
C121863,36,2804898,30,476,158,77,7,21,72,2
C121864,36,1517835,151,3355,109,27,154,35,20,0
C121865,26,1890283,192,7474,134,147,45,0,90,3
C121866,24,914683,155,14235,225,58,139,75,47,1
C121867,63,2214583,129,5401,92,10,46,54,25,2
C121868,54,1544705,71,5335,101,140,133,49,93,4
C121869,67,2175202,194,1127,297,16,42,62,19,0
C121870,58,2378264,151,8748,178,115,103,15,90,3
C121871,24,672859,95,862,266,4,75,10,61,1
C121872,26,1315508,115,14616,235,101,95,29,59,4
C121873,21,731930,157,6414,55,27,156,70,34,1
C121874,42,2423488,142,13393,57,54,54,3,11,2
C121875,66,2322690,60,9069,149,63,182,34,68,4
C121876,29,2895108,171,4764,129,140,2,68,1,3
C121877,23,599771,5,11503,131,56,164,99,2,1
C121878,35,2573298,203,7541,160,136,181,93,11,4
C121879,57,1710375,110,9614,238,125,72,98,102,3
C121880,38,2042734,233,6630,77,112,68,83,55,3
C121881,32,1003418,33,14231,76,9,158,70,9,1
C121882,20,2640240,93,7693,74,88,197,55,21,4
C121883,19,2957037,70,9193,0,96,189,64,52,4
C121884,58,1774611,7,10194,340,109,131,93,15,4
C121885,57,2201589,173,3094,247,25,150,49,117,0
C121886,21,2356702,10,6506,242,69,41,85,106,2
C121887,49,2563357,249,13984,352,114,99,57,19,0
C121888,19,1720710,212,11968,338,100,166,93,119,0
C121889,63,2222083,73,10112,301,46,2,64,45,2
C121890,46,2944491,145,5826,42,28,125,15,1,0
C121891,19,1800100,228,1189,257,124,61,31,36,3
C121892,51,2981358,238,527,302,107,20,55,111,3
C121893,44,2189586,134,314,184,5,81,34,16,0
C121894,56,989405,55,8620,53,110,20,70,16,3
C121895,61,2899998,129,10184,148,116,150,85,99,0
C121896,55,2969875,11,1417,188,138,48,11,49,2
C121897,35,2419803,107,13343,290,136,43,56,17,2
C121898,53,2509984,145,7870,185,15,195,93,92,0
C121899,36,291376,57,6220,168,55,71,72,10,1
C121900,44,1735726,167,9894,39,88,158,93,16,0
C121901,62,2192050,201,13699,291,38,85,85,87,0
C121902,37,520938,144,11377,14,97,38,0,76,3
C121903,38,443413,53,13621,113,22,159,42,6,1
C121904,40,771852,91,9178,347,39,160,99,67,1
C121905,47,1925134,233,9442,211,67,15,27,48,3
C121906,42,2209746,5,829,74,143,124,8,118,4
C121907,48,1428906,102,3826,217,121,50,7,64,3
C121908,44,1958693,8,1415,64,94,110,12,19,2
C121909,51,2201941,201,2790,19,48,86,84,70,0
C121910,25,1687204,186,8466,355,80,42,76,68,3
C121911,36,2556169,141,11853,311,52,12,38,41,2
C121912,58,498812,3,10837,320,111,191,84,51,4
C121913,43,2582244,27,10118,189,109,27,77,44,2
C121914,45,888527,50,6556,222,51,112,78,59,1
C121915,21,2161674,101,9966,240,25,62,24,63,2
